,language
2105,"Italiano, English, Deutsch, Français"
2106,English
2107,English
2108,"English, Italiano"
2109,English
2110,English
2111,English
2112,English
2113,English
2114,English
2115,English
2116,English
2117,
2118,English
2119,English
2120,English
2121,No Language
2122,English
2123,
2124,English
2125,English
2126,"Pусский, English"
2127,"Deutsch, English"
2128,"English, Italiano"
2129,
2130,English
2131,English
2132,English
2133,"Deutsch, Italiano"
2134,Italiano
2135,English
2136,English
2137,English
2138,English
2139,English
2140,"Deutsch, English"
2141,English
2142,English
2143,English
2144,"English, Magyar"
2145,English
2146,
2147,English
2148,English
2149,English
2150,English
2151,English
2152,English
2153,"English, Français, Español"
2154,English
2155,English
2156,English
2157,English
2158,"English, Magyar, Italiano"
2159,English
2160,"English, Français"
2161,English
2162,English
2163,English
2164,English
2165,English
2166,English
2167,English
2168,English
2169,"English, Français"
2170,English
2171,"English, Français, Pусский"
2172,"English, Italiano"
2173,English
2174,English
2175,English
2176,"العربية, English, Français"
2177,
2178,"English, Latin"
2179,English
2180,English
2181,"English, Norsk"
2182,English
2183,English
2184,English
2185,Deutsch
2186,English
2187,English
2188,Italiano
2189,English
2190,English
2191,English
2192,English
2193,"English, Deutsch"
2194,"Français, Latin, English"
2195,English
2196,English
2197,English
2198,
2199,English
2200,English
2201,English
2202,Deutsch
2203,English
2204,"English, Pусский"
2205,"Český, English"
2206,English
2207,English
2208,English
2209,English
2210,English
2211,"English, Pусский"
2212,English
2213,"English, Deutsch"
2214,English
2215,English
2216,English
2217,"English, Deutsch, Italiano"
2218,"English, 日本語"
2219,
2220,English
2221,"English, Latin"
2222,English
2223,English
2224,English
2225,English
2226,"English, Magyar"
2227,"Español, English, العربية"
2228,English
2229,"Français, English"
2230,English
2231,English
2232,English
2233,English
2234,English
2235,English
2236,English
2237,English
2238,English
2239,English
2240,English
2241,English
2242,English
2243,English
2244,Italiano
2245,English
2246,English
2247,English
2248,English
2249,English
2250,Português
2251,"English, Français"
2252,"English, Gaeilge, Latin"
2253,"Dansk, Deutsch, English"
2254,English
2255,English
2256,日本語
2257,"English, 日本語, Pусский"
2258,日本語
2259,English
2260,English
2261,English
2262,English
2263,"English, Português"
2264,English
2265,English
2266,English
2267,English
2268,English
2269,English
2270,"English, Español"
2271,English
2272,English
2273,English
2274,English
2275,English
2276,English
2277,English
2278,English
2279,English
2280,English
2281,"Italiano, Türkçe"
2282,English
2283,English
2284,English
2285,English
2286,English
2287,English
2288,"Français, English, Latin, Español"
2289,English
2290,English
2291,English
2292,English
2293,Français
2294,English
2295,"English, Tiếng Việt"
2296,English
2297,"English, Pусский"
2298,"العربية, English"
2299,"Français, English, Español"
2300,English
2301,English
2302,English
2303,English
2304,English
2305,English
2306,"Français, English"
2307,English
2308,English
2309,"English, Português"
2310,English
2311,English
2312,English
2313,English
2314,English
2315,English
2316,English
2317,English
2318,English
2319,English
2320,"English, Pусский"
2321,English
2322,"Kiswahili, English"
2323,"English, Kiswahili"
2324,English
2325,English
2326,English
2327,English
2328,English
2329,"English, Italiano, Pусский"
2330,English
2331,English
2332,English
2333,English
2334,English
2335,English
2336,English
2337,English
2338,English
2339,English
2340,English
2341,"English, Pусский"
2342,English
2343,"English, Português"
2344,English
2345,English
2346,English
2347,"English, Français"
2348,English
2349,"English, Polski"
2350,English
2351,English
2352,English
2353,English
2354,English
2355,English
2356,English
2357,English
2358,"English, Italiano"
2359,English
2360,"English, Latin"
2361,English
2362,English
2363,English
2364,English
2365,English
2366,English
2367,"English, Español"
2368,English
2369,"Español, English"
2370,"Magyar, English"
2371,"English, Deutsch, Español"
2372,English
2373,Français
2374,English
2375,"English, Magyar"
2376,"Italiano, Español"
2377,
2378,English
2379,English
2380,English
2381,English
2382,
2383,English
2384,"Français, English"
2385,English
2386,"English, Deutsch"
2387,"English, Deutsch, Magyar"
2388,Français
2389,"Latin, English, Français, Deutsch"
2390,English
2391,"English, Italiano"
2392,
2393,English
2394,English
2395,English
2396,فارسی
2397,English
2398,English
2399,English
2400,"Český, English, Français"
2401,English
2402,English
2403,English
2404,English
2405,日本語
2406,English
2407,English
2408,English
2409,English
2410,English
2411,English
2412,English
2413,"Italiano, English"
2414,"English, Magyar"
2415,"English, Magyar"
2416,English
2417,English
2418,English
2419,"English, Français, Pусский"
2420,English
2421,English
2422,English
2423,English
2424,English
2425,English
2426,English
2427,English
2428,English
2429,"English, Français, Español"
2430,English
2431,
2432,English
2433,"English, 普通话"
2434,"Tiếng Việt, English, Français"
2435,English
2436,English
2437,Français
2438,
2439,English
2440,English
2441,English
2442,English
2443,English
2444,English
2445,English
2446,English
2447,"English, Pусский"
2448,"English, Español"
2449,English
2450,Français
2451,English
2452,English
2453,"English, Italiano, Español"
2454,English
2455,Deutsch
2456,English
2457,
2458,"English, Italiano, ภาษาไทย"
2459,English
2460,English
2461,English
2462,English
2463,English
2464,English
2465,"English, Français"
2466,Español
2467,English
2468,Français
2469,Français
2470,"Français, English"
2471,
2472,English
2473,English
2474,English
2475,"普通话, Pусский"
2476,English
2477,English
2478,"Magyar, Español"
2479,English
2480,English
2481,English
2482,"العربية, English, Français"
2483,Français
2484,English
2485,Italiano
2486,Español
2487,"Deutsch, Polski"
2488,English
2489,English
2490,English
2491,English
2492,English
2493,
2494,普通话
2495,"Français, 日本語, English"
2496,
2497,English
2498,English
2499,English
2500,English
2501,普通话
2502,"English, Tiếng Việt"
2503,English
2504,"English, Español"
2505,English
2506,English
2507,English
2508,English
2509,"English, العربية"
2510,English
2511,English
2512,English
2513,普通话
2514,English
2515,English
2516,日本語
2517,English
2518,English
2519,
2520,English
2521,English
2522,"English, Italiano, Kiswahili"
2523,English
2524,Polski
2525,"العربية, English, Français"
2526,"English, Deutsch"
2527,English
2528,English
2529,English
2530,English
2531,English
2532,English
2533,English
2534,"English, Italiano, Español, ภาษาไทย"
2535,"English, Français, Italiano, Pусский, ภาษาไทย"
2536,"English, Deutsch, Magyar"
2537,English
2538,"English, Español"
2539,English
2540,English
2541,English
2542,English
2543,English
2544,English
2545,English
2546,English
2547,English
2548,English
2549,English
2550,English
2551,English
2552,English
2553,"Český, English, Español"
2554,English
2555,English
2556,English
2557,English
2558,English
2559,English
2560,English
2561,"English, 日本語"
2562,"English, Español"
2563,English
2564,"English, ελληνικά, Italiano"
2565,English
2566,English
2567,English
2568,"English, Español"
2569,English
2570,English
2574,English
2575,English
2576,English
2577,"Deutsch, English"
2578,English
2579,
2580,"English, Français, Deutsch, Italiano, 普通话, Español"
2581,English
2582,English
2583,English
2584,English
2585,"English, Français"
2586,"Deutsch, English, 日本語"
2587,English
2588,"English, Italiano"
2589,English
2590,Français
2591,English
2592,English
2593,"English, Español"
2594,English
2595,English
2596,"English, Italiano"
2597,
2598,Français
2599,Français
2600,English
2601,English
2602,Français
2603,English
2604,English
2605,English
2606,English
2607,English
2608,English
2609,English
2610,English
2611,English
2612,English
2613,English
2614,"English, Norsk, Français, Español"
2615,English
2616,English
2617,English
2618,English
2619,English
2620,English
2621,English
2622,English
2623,English
2624,"Deutsch, Français, English"
2625,"English, Français"
2626,"English, Français, Deutsch"
2627,English
2628,English
2629,"Český, English, Italiano"
2630,English
2631,English
2632,English
2633,English
2634,English
2635,English
2636,Français
2637,English
2638,
2639,"English, Latin, Español"
2640,English
2641,English
2642,English
2643,"Français, English"
2644,English
2645,"English, Deutsch"
2646,English
2647,English
2648,English
2649,English
2650,English
2651,English
2652,English
2653,"English, Français"
2654,
2655,English
2656,"Latin, Español, English"
2657,English
2658,English
2659,English
2660,English
2661,English
2662,English
2663,"English, Español"
2664,English
2665,"English, ภาษาไทย"
2666,English
2667,"English, Français, Deutsch, Español"
2668,English
2669,"English, ελληνικά"
2670,Italiano
2671,
2672,English
2673,"English, Español"
2674,English
2675,English
2676,English
2677,English
2678,"English, Deutsch, Latin"
2679,English
2680,English
2681,English
2682,English
2683,English
2684,English
2685,English
2686,English
2687,"English, Français"
2688,English
2689,English
2690,English
2691,English
2692,"English, Italiano"
2693,"English, Italiano, Português"
2694,"Deutsch, English, Español, Italiano"
2695,"Français, English"
2696,"English, Español"
2697,English
2698,English
2699,English
2700,"English, Polski"
2701,English
2702,English
2703,"Português, English"
2704,日本語
2705,
2706,"Italiano, English, Pусский"
2707,
2708,Deutsch
2709,"Nederlands, English"
2710,English
2711,English
2712,English
2713,"English, Français"
2714,
2715,
2716,English
2717,Deutsch
2718,
2719,Nederlands
2720,"English, Norsk"
2721,English
2722,"Český, English"
2723,English
2724,Srpski
2725,English
2726,"English, Français"
2727,Français
2728,English
