,release_date
1507,1963-10-21
1508,1997-06-27
1509,1997-06-20
1510,1996-06-26
1511,1995-06-01
1512,1996-01-25
1513,1996-11-27
1514,1997-07-02
1515,1997-07-02
1516,1997-07-02
1517,1997-07-11
1518,1997-07-11
1519,1996-10-10
1520,1997-08-22
1521,1982-04-02
1522,1997-07-15
1523,1997-08-15
1524,1997-08-15
1525,1997-07-31
1526,1997-08-01
1527,1997-08-01
1528,1997-01-19
1529,1997-08-08
1530,1997-06-01
1531,1997-08-07
1532,1998-01-30
1533,1997-08-15
1534,1997-08-29
1535,1997-08-27
1536,1997-08-22
1537,1997-08-22
1538,1997-08-22
1539,1997-08-29
1540,1997-08-29
1541,1997-07-25
1542,1997-07-29
1543,1990-03-02
1544,1991-10-17
1545,1997-07-18
1546,1997-07-23
1547,1997-09-10
1548,1997-09-06
1549,1997-09-26
1550,1997-09-19
1551,1997-09-12
1552,1997-10-03
1553,1997-09-26
1554,1997-09-26
1555,1997-09-19
1556,1997-09-17
1557,1997-09-12
1558,1997-09-05
1559,1997-10-03
1560,1997-10-03
1561,1997-10-03
1562,1997-09-28
1563,1997-08-27
1564,1997-06-13
1565,1997-09-27
1566,1997-04-01
1567,1997-04-04
1568,1997-08-06
1569,1997-08-13
1570,1996-11-08
1571,1997-07-18
1572,1997-10-17
1573,1997-10-17
1574,1997-10-10
1575,1997-10-17
1576,1997-10-10
1577,1997-10-03
1578,1997-10-10
1579,1997-08-02
1580,1997-10-08
1581,1997-09-07
1582,1997-01-01
1583,1998-01-23
1584,1998-01-23
1585,1997-10-17
1586,1997-10-24
1587,1997-01-21
1588,1997-09-07
1589,1997-10-31
1590,1997-10-08
1591,1981-06-25
1592,1997-01-29
1593,1997-07-03
1594,1997-01-01
1595,1997-11-07
1596,1997-11-14
1597,1997-11-28
1598,1997-05-09
1599,1997-08-31
1600,1997-11-18
1601,1997-09-11
1602,1985-02-08
1603,1997-11-14
1604,1997-11-06
1605,1997-10-31
1606,1993-09-08
1607,1998-03-13
1608,1998-04-23
1609,1997-11-21
1610,1998-06-04
1611,1997-11-07
1612,1997-09-01
1613,1996-08-28
1614,1997-10-30
1615,1997-11-14
1616,1997-11-20
1617,1997-11-14
1618,1997-11-12
1619,1996-01-01
1620,1997-12-03
1621,1997-10-09
1622,1997-09-10
1623,1997-11-26
1624,1995-09-09
1625,1997-12-12
1626,1997-07-13
1627,1997-08-26
1628,1997-11-26
1629,1997-12-11
1630,1997-12-05
1631,1997-12-17
1632,1997-11-26
1633,1997-12-12
1634,1997-12-05
1635,1997-11-18
1636,1997-11-21
1637,1997-12-19
1638,1996-01-01
1639,1997-01-01
1640,1995-09-15
1641,1997-12-09
1642,1997-01-01
1643,1997-05-14
1644,1997-12-16
1645,1997-11-18
1646,1997-12-11
1647,1996-11-14
1648,1996-09-25
1649,1997-12-25
1650,1997-12-25
1651,1998-05-14
1652,1997-12-27
1653,1997-12-24
1654,1997-12-25
1655,1997-12-25
1656,1998-03-06
1657,1997-12-26
1658,1997-05-28
1659,1998-01-19
1660,1998-04-10
1661,1999-05-25
1662,1998-02-27
1663,1998-01-07
1664,1998-01-08
1665,1998-02-20
1666,1997-12-25
1667,1998-02-27
1668,1996-12-12
1669,1997-01-16
1670,1998-01-16
1671,1998-01-16
1672,1998-01-16
1673,1997-08-22
1674,1998-01-20
1675,1995-09-06
1676,1997-05-01
1677,1997-12-19
1678,1998-01-30
1679,1998-05-18
1680,1998-11-17
1681,1998-04-24
1682,1997-02-20
1683,1998-02-06
1684,1998-11-07
1685,1997-04-30
1686,1998-02-05
1687,1995-01-01
1688,1998-03-27
1689,1998-02-13
1690,1998-02-13
1691,1998-02-13
1692,1997-01-01
1693,1997-04-04
1694,1998-02-20
1695,1997-12-19
1696,1990-07-18
1697,1998-03-04
1698,1998-03-06
1699,1998-03-06
1700,1998-03-06
1701,1998-08-13
1702,1997-01-01
1703,1995-05-05
1704,1998-04-24
1705,1998-03-06
1706,1998-03-06
1707,1997-09-06
1708,1998-03-12
1709,1998-03-26
1710,1998-03-20
1711,1998-04-17
1712,1998-01-29
1713,1997-09-03
1714,1998-03-20
1715,1997-08-30
1716,1998-03-20
1717,1998-03-26
1718,1996-01-01
1719,1997-09-07
1720,1998-03-27
1721,1998-03-27
1722,1998-03-26
1723,1998-04-17
1724,1998-03-27
1725,1998-01-01
1726,1998-04-08
1727,1998-01-01
1728,1997-09-06
1729,1997-09-04
1730,1998-04-03
1731,1997-09-04
1732,1998-04-03
1733,1997-09-08
1734,1998-04-10
1735,1998-05-29
1736,1998-04-09
1737,1998-04-10
1738,1998-05-01
1739,1998-01-23
1740,1996-07-09
1741,1998-01-23
1742,1997-10-28
1743,1998-01-30
1744,1997-05-08
1745,1996-09-12
1746,1997-12-05
1747,1997-07-24
1748,1997-01-21
1749,1998-02-20
1750,1997-01-18
1751,1998-02-20
1752,1998-02-27
1753,1998-02-27
1754,1998-02-27
1755,1997-09-14
1756,1997-01-31
1757,1997-09-28
1758,1997-04-17
1759,1997-02-21
1760,1998-04-10
1761,1998-04-17
1762,1998-01-01
1763,1997-01-16
1764,1998-04-24
1765,1998-04-24
1766,1998-05-01
1767,1998-05-01
1768,1997-09-10
1769,1995-09-16
1770,1998-05-01
1771,1997-09-01
1772,1997-01-01
1773,1998-05-08
1774,1998-05-08
1775,1998-05-08
1776,1997-01-01
1777,1997-11-21
1778,1998-05-15
1779,1998-05-20
1780,1998-05-15
1781,1998-05-22
1782,1998-05-22
1783,1998-05-27
1784,1998-05-29
1785,1998-05-29
1786,1997-03-14
1787,1997-06-01
1788,1997-08-26
1789,1998-06-05
1790,1996-12-18
1791,1998-06-12
1792,1998-06-12
1793,1998-06-12
1794,1998-06-12
1795,1998-09-25
1796,1997-08-31
1797,1997-08-01
1798,1998-10-10
1799,1996-04-18
1800,1997-09-11
1801,1997-09-07
1802,1998-06-19
1803,1997-09-11
1804,1998-06-18
1805,1998-02-13
1806,1998-06-19
1807,1997-10-03
1808,1998-06-22
1809,1998-06-26
1810,1975-09-02
1811,1998-01-16
1812,1997-05-05
1813,1998-01-20
1814,1998-07-01
1815,1998-07-10
1816,1998-07-10
1817,1998-07-10
1818,1998-07-10
1819,1998-07-10
1820,1998-07-15
1821,1959-07-22
1822,1927-08-12
1823,1929-02-08
1824,1930-04-29
1825,1931-02-09
1826,1932-05-25
1827,1933-02-08
1828,1935-11-08
1829,1936-04-08
1830,1937-10-02
1831,1938-08-23
1832,1941-10-28
1833,1942-06-04
1834,1944-05-15
1835,1945-11-25
1836,1946-12-25
1837,1947-11-11
1838,1948-03-25
1839,1949-11-08
1840,1952-01-10
1841,1953-08-28
1842,1954-06-22
1843,1955-04-11
1844,1961-10-18
1845,1963-10-06
1846,1966-12-12
1847,1967-08-02
1848,1968-09-26
1849,1969-05-25
1850,1971-10-09
1851,1976-11-21
1852,1979-12-18
1853,1980-09-19
1854,1981-05-15
1855,1983-11-20
1856,1985-12-20
1857,1987-10-21
1858,1988-12-11
1859,1989-12-13
1860,1969-08-18
1861,1971-06-21
1862,1984-02-20
1863,1990-08-03
1864,1986-06-27
1865,1985-02-15
1866,1985-10-31
1867,1987-02-27
1868,1988-08-19
1869,1989-08-11
1870,1991-09-05
1871,1980-05-09
1872,1981-05-01
1873,1982-08-13
1874,1984-04-13
1875,1985-03-22
1876,1986-08-01
1877,1988-05-13
1878,1989-07-28
1879,1978-10-25
1880,1981-10-30
1881,1982-10-22
1882,1988-10-21
1883,1989-10-12
1884,1980-07-18
1885,1987-11-13
1886,1990-03-30
1887,1992-02-14
1888,1988-11-08
1889,1990-11-09
1890,1991-08-30
1891,1982-06-04
1892,1986-05-23
1893,1988-06-10
1894,1973-12-26
1895,1977-06-17
1896,1990-08-17
1897,1987-03-06
1898,1989-07-07
1899,1992-05-15
1900,1984-06-07
1901,1990-06-15
1902,1985-06-06
1903,1998-07-16
1904,1998-01-16
1905,1997-07-11
1906,1973-04-19
1907,1927-01-10
1908,1989-11-20
1909,1990-05-25
1910,1972-12-01
1911,1976-12-17
1912,1961-03-16
1913,1979-06-27
1914,1961-12-14
1915,1942-08-14
1916,1954-04-26
1917,1988-12-16
1918,1984-12-14
1919,1988-08-12
1920,1990-12-24
1921,1991-10-04
1922,1997-09-27
1923,1998-07-24
1924,1998-07-24
1925,1998-07-24
1926,1998-07-24
1927,1996-01-01
1928,1971-06-30
1929,1971-03-17
1930,1985-07-24
1931,1979-12-18
1932,1968-02-08
1933,1994-02-11
1934,1977-12-16
1935,1978-06-09
1936,1989-08-18
1937,1969-12-29
1938,1981-07-02
1939,1994-03-25
1940,1959-06-29
1941,1981-03-06
1942,1993-03-12
1943,1986-07-30
1944,1967-07-17
1945,1986-07-02
1946,1967-06-26
1947,1980-06-25
1948,1977-06-24
1949,1993-07-16
1950,1992-07-16
1951,1989-06-22
1952,1978-07-05
1953,1962-12-01
1954,1963-11-20
1955,1998-07-29
1956,1998-07-28
1957,1998-07-28
1958,1997-09-09
1959,1998-07-31
1960,1997-12-17
1961,1989-09-01
1962,1985-03-01
1963,1947-11-13
1964,1965-12-22
1965,1982-12-17
1966,1985-12-20
1967,1983-04-02
1968,1993-09-11
1969,1989-02-17
1970,1985-01-25
1971,1974-04-03
1972,1981-04-29
1973,1986-08-01
1974,1985-09-25
1975,1967-10-17
1976,1960-01-01
1977,1955-06-16
1978,1989-11-17
1979,1992-10-01
1980,1992-12-10
1981,1992-04-10
1982,1961-01-25
1983,1985-11-22
1984,1953-02-05
1985,1980-12-12
1986,1990-11-16
1987,1977-06-22
1988,1978-03-10
1989,1994-12-15
1990,1985-06-21
1991,1991-06-21
1992,1976-12-17
1993,1959-01-28
1994,1983-04-29
1995,1963-01-16
1996,1946-11-12
1997,1984-03-09
1998,1994-10-28
1999,1928-11-18
2000,1995-03-24
2001,1982-07-30
2002,1982-07-09
2003,1993-03-05
2004,1998-08-05
2005,1991-02-08
2006,1979-12-14
2007,1982-05-21
2008,1983-06-10
2009,1991-12-25
2010,1990-10-26
2011,1983-03-25
2012,1984-05-23
2013,1978-11-15
2014,1984-10-10
2015,1983-10-21
2016,1986-07-25
2017,1993-08-27
2018,1983-08-10
2019,1984-03-09
2020,1989-11-17
2021,1991-11-22
2022,1998-07-31
2023,1998-08-07
2024,1998-08-07
2025,1998-08-17
2026,1997-04-25
2027,1980-09-02
2028,1978-10-08
2029,1966-06-21
2030,1987-07-01
2031,1985-08-01
2032,1967-12-19
2033,1963-06-04
2034,1973-03-01
2035,1978-10-14
2036,1982-06-17
2037,1982-12-17
2038,1986-11-21
2039,1991-11-21
2040,1985-07-19
2041,1984-05-04
2042,1986-02-28
2043,1985-06-20
2044,1986-01-17
2045,1986-02-28
2046,1987-05-14
2047,1980-09-10
2048,1989-07-01
2049,1998-08-14
2050,1998-08-13
2051,1998-08-14
2052,1998-08-14
2053,1997-10-28
2054,1997-10-10
2055,1996-10-10
2056,1986-09-24
2057,1968-06-12
2058,1984-04-05
2059,1990-10-24
2060,1978-10-01
2061,1987-07-03
2062,1998-02-04
2063,1998-08-10
2064,1998-08-21
2065,1998-08-21
2066,1998-08-21
2067,1998-08-21
2068,1998-08-21
2069,1998-08-21
2070,1988-09-16
2071,1988-02-29
2072,1998-04-22
2073,1948-08-23
2074,1976-04-09
2075,1972-05-25
2076,1969-12-18
2077,1966-07-13
2078,1964-07-09
2079,1956-12-22
2080,1956-06-01
2081,1955-10-03
2082,1953-02-28
2083,1951-06-18
2084,1950-02-23
2085,1998-08-28
2086,1998-08-28
2087,1998-08-28
2088,1997-11-20
2089,1997-12-03
2090,1988-05-01
2091,1987-06-02
2092,1998-06-12
2093,1998-09-04
2094,1997-09-14
2095,1998-09-18
2096,1998-09-04
2097,1949-09-08
2098,1947-12-31
2099,1944-01-11
2100,1943-01-16
2101,1942-04-24
2102,1941-01-30
2103,1941-11-14
2104,1939-05-11
2105,1938-07-26
2106,1937-11-01
2107,1936-12-02
2108,1936-06-12
2109,1934-11-30
2110,1934-01-31
2111,1932-07-18
2112,1931-12-10
2113,1931-02-26
2114,1930-02-01
2115,1930-06-29
2116,1930-07-31
2117,1929-01-21
2118,1929-06-30
2119,1928-08-19
2120,2012-06-20
2121,1927-10-24
2122,1928-03-05
2123,1927-10-01
2124,1927-02-14
2125,1925-11-03
2126,1998-09-11
2127,1997-09-09
2128,1997-07-07
2129,1998-09-11
2130,1999-08-02
2131,1998-09-11
2132,1998-09-11
2133,1975-12-20
2134,1974-12-18
2135,1980-07-11
2136,1983-07-22
2137,1984-08-03
2138,1987-12-16
2139,1987-05-01
2140,1988-12-20
2141,1988-03-18
2142,1988-08-19
2143,1989-04-14
2144,1990-08-17
2145,1990-02-02
2146,1991-12-04
2147,1992-10-02
2148,1992-12-18
2149,1981-10-01
2150,1982-07-16
2151,1982-03-12
2152,1984-11-09
2153,1984-02-17
2154,1986-12-31
2155,1986-08-08
2156,1986-07-02
2157,1988-04-01
2158,1989-12-15
2159,1991-02-14
2160,1991-10-25
2161,1991-04-19
2162,1992-12-11
2163,1993-04-07
2164,1998-09-12
2165,1998-09-18
2166,1998-09-18
2167,1996-05-09
2168,1998-09-18
2169,1998-09-18
2170,1998-06-11
2171,1998-09-25
2172,1998-09-25
2173,1998-09-25
2174,1998-09-25
2175,1998-09-16
2176,1990-10-24
2177,1994-09-09
2178,1968-12-19
2179,1980-08-08
2180,1954-06-16
2181,1982-06-25
2182,1992-04-03
2183,1980-09-26
2184,1990-12-05
2185,1998-04-07
2186,1998-09-22
2187,1998-10-02
2188,1998-05-18
2189,1998-10-01
2190,1998-10-02
2191,1998-10-02
2192,1960-02-25
2193,1967-11-22
2194,1981-06-12
2195,1992-03-13
2196,1975-06-11
2197,1998-09-16
2198,1998-10-07
2199,1998-10-08
2200,1998-10-09
2201,1973-08-01
2202,1998-06-19
2203,1998-10-23
2204,1984-12-06
2205,1986-09-13
2206,1980-10-02
2207,1998-10-16
2208,1998-10-16
2209,1998-10-16
2210,1998-10-23
2211,1998-10-16
2212,1998-10-16
2213,1998-10-23
2214,1998-09-17
2215,1998-10-23
2216,1998-10-23
2217,1997-12-20
2218,1997-09-06
2219,1998-12-04
2220,1990-05-03
2221,1998-04-15
2222,1998-10-30
2223,1997-06-01
2224,1998-10-30
2225,1998-11-04
2226,1998-01-21
2227,1998-11-06
2228,1998-11-06
2229,1998-09-13
2230,1998-10-23
2231,1998-11-13
2232,1998-11-12
2233,1998-11-12
2234,1998-09-04
2235,1996-10-25
2236,1998-08-02
2237,1985-11-15
2238,1986-01-22
2239,1975-02-12
2240,1984-06-22
2241,1986-11-07
2242,1986-06-13
2243,1990-02-02
2244,1957-10-03
2245,1983-09-09
2246,1998-11-20
2247,1998-11-20
2248,1998-11-25
2249,1998-09-07
2250,1998-01-16
2251,1998-11-20
2252,1998-09-15
2253,1998-05-20
2254,1972-03-12
2255,1953-01-01
2256,1954-11-03
2257,1984-12-15
2258,1962-08-11
2259,1933-04-07
2260,1976-09-08
2261,1986-11-21
2262,1985-03-29
2263,1985-06-26
2264,1985-05-31
2265,1989-03-17
2266,1985-04-09
2267,1986-03-13
2268,1986-03-15
2269,1985-05-24
2270,1985-06-20
2271,1984-03-22
2272,1985-03-28
2273,1986-03-20
2274,1987-04-02
2275,1988-03-17
2276,1989-03-09
2277,1998-11-25
2278,1998-11-25
2279,1998-11-25
2280,1998-09-11
2281,1997-10-24
2282,1998-12-04
2283,1998-11-05
2284,1998-12-11
2285,1998-12-10
2286,1998-12-10
2287,1998-12-15
2288,1998-09-17
2289,1998-12-11
2290,1984-12-14
2291,1947-05-02
2292,1985-10-29
2293,1989-11-17
2294,1985-06-28
2295,1985-05-21
2296,1982-10-22
2297,1988-05-24
2298,1985-12-04
2299,1984-03-30
2300,1985-06-21
2301,1988-09-13
2302,1979-06-15
2303,1982-05-28
2304,1985-11-21
2305,1990-10-18
2306,1985-12-13
2307,1985-12-04
2308,1986-04-04
2309,1986-06-13
2310,1986-07-25
2311,1986-07-29
2312,1986-08-22
2313,1984-06-22
2314,1986-06-18
2315,1989-06-29
2316,1989-12-01
2317,1998-12-17
2318,1998-05-01
2319,1999-01-22
2320,1998-12-25
2321,1998-12-25
2322,1998-12-25
2323,1949-07-27
2324,1998-12-25
2325,1998-12-25
2326,1998-03-05
2327,1998-12-25
2328,1998-12-25
2329,1999-03-25
2330,1997-09-01
2331,1998-12-18
2332,1997-08-28
2333,1998-12-30
2334,1998-12-30
2335,1998-12-30
2336,1998-12-30
2337,1997-08-31
2338,1999-01-15
2339,1999-01-15
2340,1999-01-15
2341,1999-01-14
2342,1987-08-22
2343,1986-08-01
2344,1987-04-21
2345,1990-05-24
2346,1986-08-15
2347,1958-07-16
2348,1986-08-15
2349,1989-02-10
2350,1986-06-27
2351,1986-08-15
2352,1974-10-01
2353,1986-08-22
2354,1990-01-12
2355,1994-01-01
2356,1986-06-26
2357,1986-10-24
2358,1986-10-10
2359,1986-06-13
2360,1986-09-24
2361,1986-10-09
2362,1986-10-05
2363,1986-09-26
2364,1988-05-19
2365,1986-10-03
2366,1986-10-24
2367,1986-10-07
2368,1986-11-07
2369,1986-12-15
2370,1986-11-21
2371,1986-12-12
2372,1999-01-22
2373,1997-09-24
2374,1998-05-15
2375,1998-10-30
2376,1995-10-20
2377,1997-01-01
2378,1999-01-29
2379,1999-01-29
2380,1998-10-16
2381,1960-04-06
2382,1998-09-10
2383,1999-02-05
2384,1999-02-05
2385,1998-01-01
2386,1997-12-25
2387,1998-10-23
2388,1973-05-01
2389,1999-02-12
2390,1999-02-22
2391,1999-02-11
2392,1998-05-14
2393,1999-01-30
2394,1999-02-19
2395,1999-02-19
2396,1998-01-01
2397,1999-02-26
2398,1999-02-26
2399,1999-02-26
2400,1999-02-13
2401,1999-02-26
2402,1997-01-17
2403,1999-02-26
2404,1973-03-07
2405,1983-04-09
2406,1989-04-21
2407,1992-08-28
2408,1993-01-29
2409,1995-09-12
2410,1983-12-08
2411,1982-07-30
2412,1959-02-17
2413,1970-03-05
2414,1974-10-18
2415,1977-03-11
2416,1977-06-10
2417,1974-12-14
2418,1980-07-02
2419,1979-10-19
2420,1973-10-22
2421,1976-06-23
2422,1968-02-07
2423,1970-05-01
2424,1973-06-15
2425,1972-06-29
2426,1971-05-20
2427,1978-09-29
2428,1974-11-15
2429,1979-08-17
2430,1979-05-18
2431,1998-12-01
2432,1999-03-05
2433,1999-03-12
2434,1999-03-05
2435,1998-03-05
2436,1997-09-01
2437,1998-11-18
2438,1998-06-26
2439,1999-03-12
2440,1999-01-09
2441,1999-03-11
2442,1999-03-11
2443,1963-09-18
2444,1988-09-23
2445,1993-08-06
2446,1960-11-05
2447,1964-01-29
2448,1999-03-12
2449,1998-08-07
2450,1998-05-16
2451,1999-03-12
2452,1999-03-19
2453,1999-03-16
2454,1999-03-19
2455,1997-07-02
2456,1998-02-20
2457,1996-04-09
2458,1956-06-29
2459,1999-03-26
2460,1999-03-26
2461,1999-03-26
2462,1998-06-24
2463,1999-01-29
2464,1999-03-30
2465,1999-03-30
2466,1998-02-12
2467,1999-04-02
2468,1998-09-16
2469,1996-11-27
2470,1997-08-30
2471,1997-06-06
2472,1998-09-12
2473,1999-04-09
2474,1999-04-09
2475,1992-01-15
2476,1999-01-22
2477,1999-04-09
2478,1998-09-04
2479,1998-05-01
2480,1999-04-16
2481,1999-04-16
2482,1998-11-17
2483,1998-04-22
2484,1999-04-18
2485,1994-10-22
2486,1997-12-19
2487,1998-05-01
2488,1998-09-24
2489,1999-04-23
2490,1999-04-23
2491,1999-04-23
2492,1999-04-14
2493,1998-03-19
2494,1977-08-11
2495,1998-05-26
2496,1999-04-01
2497,1999-04-29
2498,1999-04-30
2499,1998-08-16
2500,1999-04-29
2501,1997-12-20
2502,1999-04-30
2503,1999-04-16
2504,1945-09-24
2505,1984-11-16
2506,1986-03-21
2507,1985-08-09
2508,1990-06-15
2509,1999-04-16
2510,1997-04-10
2511,1999-05-07
2512,1999-05-07
2513,1998-02-19
2514,1999-04-25
2515,1999-05-12
2516,1998-09-11
2517,1996-11-07
2518,1998-05-14
2519,1999-05-14
2520,1999-05-19
2521,1999-05-21
2522,1998-09-14
2523,1998-08-14
2524,1965-02-09
2525,1932-12-22
2526,1959-09-29
2527,1944-12-22
2528,1944-07-07
2529,1940-09-20
2530,1942-10-23
2531,1981-09-18
2532,1978-12-13
2533,1980-12-04
2534,1983-06-17
2535,1987-07-23
2536,1931-02-12
2537,1945-12-06
2538,1944-12-01
2539,1931-11-21
2540,1939-01-13
2541,1942-03-13
2542,1943-03-05
2543,1957-05-02
2544,1943-10-05
2545,1941-12-12
2546,1985-08-28
2547,1955-12-14
2548,1975-08-14
2549,1950-01-04
2550,1982-12-10
2551,1951-04-29
2552,1953-05-26
2553,1953-08-13
2554,1955-07-01
2555,1956-02-05
2556,1956-07-04
2557,1956-07-14
2558,1956-12-01
2559,1982-02-19
2560,1959-05-29
2561,1958-03-27
2562,1999-05-13
2563,1999-04-16
2564,1998-01-01
2565,1999-04-29
2566,1998-11-27
2567,1999-06-04
2568,1999-02-17
2569,1999-06-06
2570,2012-03-22
2574,1999-10-08
2575,1998-06-04
2576,1999-06-04
2577,1999-06-08
2578,1999-06-11
2579,1998-05-16
2580,1998-09-10
2581,1999-06-18
2582,1999-06-18
2583,1999-01-01
2584,1999-04-15
2585,1998-10-28
2586,1998-08-20
2587,1997-10-18
2588,1999-06-25
2589,1998-05-07
2590,1998-04-15
2591,1997-10-21
2592,1996-05-04
2593,1990-08-09
2594,1999-06-30
2595,1999-06-29
2596,1999-07-02
2597,1998-04-18
2598,1991-10-16
2599,1998-09-14
2600,1999-07-09
2601,1999-03-19
2602,1998-09-07
2603,1999-07-14
2604,1999-07-14
2605,1999-08-25
2606,1999-07-14
2607,1999-07-15
2608,1999-07-16
2609,1999-07-16
2610,1984-06-07
2611,1989-06-15
2612,1999-07-23
2613,1999-07-23
2614,1999-07-23
2615,1999-07-23
2616,1999-07-28
2617,1999-08-06
2618,1999-07-30
2619,1999-07-30
2620,1956-05-08
2621,1955-09-21
2622,1960-10-06
2623,1962-06-13
2624,1975-12-18
2625,1959-05-04
2626,1962-01-23
2627,1988-08-05
2628,1986-11-26
2629,1986-12-12
2630,1986-01-01
2631,1987-01-09
2632,1986-12-12
2633,1985-12-18
2634,1987-01-09
2635,1986-12-19
2636,1986-04-23
2637,1986-12-24
2638,1986-12-17
2639,1986-09-29
2640,1986-12-19
2641,1960-09-14
2642,1986-12-17
2643,1986-12-25
2644,1987-01-30
2645,1987-02-06
2646,1987-01-30
2647,1987-01-16
2648,1986-04-13
2649,1987-02-06
2650,1987-01-16
2651,1982-12-03
2652,1985-09-20
2653,1999-08-04
2654,1997-10-30
2655,1999-08-06
2656,1999-08-06
2657,1999-08-06
2658,1968-06-19
2659,1998-07-02
2660,1998-09-11
2661,1998-05-21
2662,1998-06-12
2663,2000-04-27
2664,1999-08-12
2665,1999-08-13
2666,1999-08-13
2667,1998-10-23
2668,1999-02-14
2669,1998-08-13
2670,1997-08-29
2671,1925-01-02
2672,1995-10-20
2673,1978-06-28
2674,1963-01-25
2675,1959-07-29
2676,1961-08-12
2677,1964-11-01
2678,1964-06-24
2679,1962-07-04
2680,1986-07-25
2681,1985-04-12
2682,1971-09-28
2683,1978-06-09
2684,1981-03-20
2685,1980-07-02
2686,1982-12-10
2687,1997-12-25
2688,1985-07-25
2689,1983-07-28
2690,1988-06-03
2691,1988-06-03
2692,1990-07-27
2693,1991-07-03
2694,1989-07-15
2695,1997-12-31
2696,1988-12-02
2697,1993-12-16
2698,1983-11-18
2699,1999-08-16
2700,1999-08-11
2701,1999-08-05
2702,1992-07-10
2703,1999-09-10
2704,1997-07-11
2705,1998-09-10
2706,1999-08-25
2707,1999-01-01
2708,1959-08-09
2709,1986-01-17
2710,1988-11-11
2711,1992-01-09
2712,1995-01-01
2713,1975-09-24
2714,1964-09-23
2715,1919-11-23
2716,1992-02-07
2717,1919-10-03
2718,1999-01-01
2719,1998-11-18
2720,1999-08-27
2721,1999-08-26
2722,1999-08-27
2723,1999-08-27
2724,1998-08-01
2725,1999-08-27
2726,1999-06-25
2727,1997-02-26
2728,1998-05-08
2729,1999-09-01
2730,1999-08-16
2731,1998-08-01
2732,1998-09-13
2733,1998-09-01
2734,1999-09-10
2735,1999-09-10
2736,1999-04-09
2737,1998-06-01
2738,1999-02-25
2739,1999-09-10
2740,1986-06-27
2741,1939-05-15
2742,1951-11-27
2743,1991-02-01
2744,1993-01-01
2745,1984-09-14
2746,1976-11-13
2747,1973-09-01
2748,1983-09-02
2749,1965-07-21
2750,1968-07-17
2751,1999-09-15
2752,1984-11-16
2753,1999-09-17
2754,1999-09-17
2755,1979-01-21
2756,1964-07-06
2757,1999-01-29
2758,1999-09-17
2759,1978-05-18
2760,1985-08-02
2761,1988-04-07
2762,1994-11-09
2763,1967-05-25
2764,1972-07-30
2765,1981-04-10
2766,1998-09-06
2767,1957-08-29
2768,1993-02-05
2769,1994-03-30
2770,1975-03-19
2771,1981-08-28
2772,1991-02-07
2773,1986-08-16
2774,1999-09-24
2775,1999-09-16
2776,1999-09-24
2777,1998-09-14
2778,1999-09-04
2779,1999-10-01
2780,1999-01-01
2781,1999-10-01
2782,1999-10-01
2783,1999-09-27
2784,1999-12-03
2785,1998-09-05
2786,1999-01-22
2787,2012-10-09
2788,1972-07-05
2789,1966-10-01
2790,1983-10-06
2791,1993-04-23
2792,1939-11-10
2793,1988-07-29
2794,1979-03-28
2795,1983-06-03
2796,1986-06-27
2797,1932-10-12
2798,1962-01-01
2799,1999-10-08
2800,1999-10-08
2801,1999-09-02
2802,1999-10-08
2803,1998-11-14
2804,1998-10-16
2805,1999-05-15
2806,1999-09-03
2807,1999-10-22
2808,1983-08-05
2809,1990-06-01
2810,1981-08-28
2811,1986-06-11
2812,1982-12-17
2813,1945-03-15
2814,1973-04-19
2815,1968-07-31
2816,1977-09-29
2817,1978-10-05
2818,1970-10-21
2819,1988-02-16
2820,1945-11-24
2821,1984-10-19
2822,1981-12-25
2823,1999-06-11
2824,1988-12-21
2825,1978-09-13
2826,1963-10-14
2827,1986-03-23
2828,1941-02-25
2829,1941-11-30
2830,1942-11-07
2831,1986-09-09
2832,1953-01-26
2833,1946-02-14
2834,1958-03-18
2835,1983-04-14
2836,1992-04-15
2837,1967-06-15
2838,1984-03-09
2839,1965-07-29
2840,1964-09-17
2841,1963-10-11
2842,1962-10-04
2843,1980-07-05
2844,1964-09-12
2845,1996-02-28
2846,1992-11-19
2847,1979-12-01
2848,1982-04-02
2849,1987-10-09
2850,1926-05-14
2851,1999-10-08
2852,1999-10-15
2853,1998-09-01
2854,1999-10-13
2855,1997-04-04
2856,1999-10-17
2857,1999-09-07
2858,1999-10-15
2859,1999-10-15
2860,1956-09-12
2861,1981-07-13
2862,1966-01-01
2863,1982-03-04
2864,1979-12-20
2865,1987-01-01
2866,1989-10-13
2867,1999-10-22
2868,1999-10-22
2869,1999-10-22
2870,1999-10-22
2871,1999-10-22
2872,1999-10-07
2873,1998-10-08
2874,1975-08-06
2875,1990-04-27
2876,1965-03-18
2877,1971-07-28
2878,1987-07-17
2879,1990-06-22
2880,1988-06-21
2881,1980-09-19
2882,1981-06-23
2883,1989-07-07
2884,1973-07-05
2885,1986-10-01
2886,1965-12-16
2887,1999-10-22
2888,1999-10-29
2889,1999-10-29
2890,1999-09-30
2891,1999-10-29
2892,1999-10-29
