,title,vote_count,vote_average,release_year
648,Billy's Holiday,0.0,0.0,1995
649,Purple Noon,73.0,7.3,1960
650,August,3.0,5.3,1996
651,James and the Giant Peach,375.0,6.2,1996
652,Fear,157.0,6.1,1996
653,Kids in the Hall: Brain Candy,26.0,5.9,1996
654,Faithful,4.0,4.8,1996
655,Underground,143.0,7.5,1995
656,All Things Fair,23.0,6.1,1995
657,Bloodsport II,23.0,5.2,1996
658,Pather Panchali,63.0,7.9,1955
659,The World of Apu,40.0,8.2,1959
660,Mystery Science Theater 3000: The Movie,71.0,7.0,1996
661,Tarantella,0.0,0.0,1996
662,Space Jam,1335.0,6.5,1996
663,Barbarella,149.0,5.7,1968
664,Hostile Intentions,1.0,8.0,1995
665,They Bite,1.0,5.5,1996
666,Some Folks Call It a Sling Blade,8.0,7.5,1994
667,The Run of the Country,2.0,8.0,1995
668,Alphaville,100.0,6.8,1965
669,Coup de Torchon,21.0,6.8,1981
670,Tigrero: A Film That Was Never Made,4.0,7.5,1994
671,The Eye of Vichy,0.0,0.0,1993
672,Windows,9.0,5.8,1980
673,It's My Party,9.0,6.2,1996
674,Country Life,1.0,8.0,1994
675,Operation Dumbo Drop,37.0,4.7,1995
676,The Promise,1.0,5.0,1995
680,Mrs. Winterbourne,26.0,5.5,1996
681,Solo,18.0,3.9,1996
682,Under The Domim Tree,2.0,6.5,1994
683,The Substitute,60.0,5.8,1996
684,True Crime,7.0,5.1,1996
685,Butterfly Kiss,5.0,7.4,1995
686,Feeling Minnesota,29.0,5.5,1996
687,Delta of Venus,5.0,3.3,1995
688,To Cross the Rubicon,0.0,0.0,1991
689,Angus,24.0,6.8,1995
690,Priest Daens,15.0,6.7,1992
691,Faces,36.0,7.1,1968
692,Boys,11.0,5.3,1996
693,The Quest,126.0,5.3,1996
694,Cosi,9.0,7.1,1996
695,Sunset Park,7.0,5.1,1996
696,Mulholland Falls,73.0,6.2,1996
697,The Truth About Cats & Dogs,86.0,5.7,1996
698,Oliver & Company,372.0,6.5,1988
699,Celtic Pride,35.0,4.9,1996
700,Flipper,85.0,5.3,1996
701,Captives,10.0,6.0,1994
702,Of Love and Shadows,11.0,4.4,1994
703,Dead Man,397.0,7.2,1995
704,The Horseman on the Roof,25.0,6.7,1995
705,Switchblade Sisters,27.0,6.6,1975
706,Mouth to Mouth,5.0,5.5,1995
707,The Visitors,433.0,7.1,1993
708,Multiplicity,158.0,5.5,1996
709,"The Haunted World of Edward D. Wood, Jr.",1.0,10.0,1996
710,Two Friends,0.0,0.0,2002
711,The Craft,388.0,6.3,1996
712,The Great White Hype,29.0,5.1,1996
713,Last Dance,9.0,5.6,1996
714,Cold Comfort Farm,21.0,7.0,1995
715,"Institute Benjamenta, or This Dream People Call Human Life",11.0,7.7,1995
716,Heaven's Prisoners,17.0,5.0,1996
717,Original Gangstas,5.0,5.5,1996
718,The Rock,1474.0,6.9,1996
719,Getting Away with Murder,6.0,5.5,1996
720,Cemetery Man,105.0,7.0,1994
721,Twister,966.0,6.1,1996
722,Barb Wire,117.0,3.9,1996
723,Le Garçu,1.0,5.0,1995
724,Honeymoon,0.0,0.0,1996
725,Ghost in the Shell,854.0,7.8,1995
726,Thinner,125.0,5.5,1996
727,Spy Hard,148.0,4.9,1996
728,Brothers in Trouble,0.0,0.0,1995
729,A Close Shave,223.0,7.5,1995
730,Force of Evil,33.0,6.6,1948
731,The Stupids,22.0,4.2,1996
732,The Arrival,200.0,6.1,1996
733,The Man from Down Under,0.0,0.0,1943
734,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1472.0,8.0,1964
735,Careful,4.0,7.8,1992
736,A Month by the Lake,7.0,7.2,1995
737,Gold Diggers: The Secret of Bear Mountain,20.0,5.8,1995
738,Kim,5.0,7.0,1950
739,Carmen Miranda: Bananas Is My Business,1.0,10.0,1995
740,Ashes of Time,73.0,7.1,1994
741,The Jar,3.0,8.0,1994
742,Maya Lin: A Strong Clear Vision,0.0,0.0,1995
743,Stalingrad,116.0,7.4,1993
744,The Phantom,138.0,4.7,1996
745,Striptease,210.0,4.4,1996
746,The Last of the High Kings,15.0,5.7,1996
747,Heavy,11.0,7.7,1995
748,Jack,340.0,5.9,1996
749,I Shot Andy Warhol,32.0,6.1,1996
750,The Grass Harp,4.0,6.1,1995
751,Someone Else's America,0.0,0.0,1995
752,Life is Rosy,2.0,6.5,1987
753,Quartier Mozart,1.0,5.0,1992
754,Touki Bouki,10.0,7.3,1973
755,God's Gift,1.0,5.0,1982
756,Spirits of the Dead,24.0,5.5,1968
757,Babyfever,0.0,0.0,1994
758,Pharaoh's  Army,5.0,6.3,1995
759,Trainspotting,2737.0,7.8,1996
760,Til There Was You,4.0,3.9,1997
761,Independence Day,3334.0,6.7,1996
762,Stealing Beauty,99.0,6.6,1996
763,The Fan,202.0,5.7,1996
764,The Hunchback of Notre Dame,1182.0,6.8,1996
765,The Cable Guy,603.0,5.7,1996
766,Kingpin,248.0,6.7,1996
767,Eraser,553.0,5.6,1996
768,The Gate of Heavenly Peace,3.0,6.7,1995
769,The Nutty Professor,717.0,5.4,1996
770,"I, the Worst of All",3.0,6.8,1990
771,An Unforgettable Summer,6.0,7.2,1994
772,A Hungarian Fairy Tale,0.0,0.0,1987
773,My Life and Times With Antonin Artaud,1.0,8.0,1993
774,Midnight Dancers,1.0,7.0,1994
775,Somebody to Love,2.0,5.1,1994
776,A Very Natural Thing,3.0,6.3,1974
777,The Old Lady Who Walked in the Sea,0.0,0.0,1991
778,Daylight,385.0,5.8,1996
779,The Frighteners,413.0,6.7,1996
780,Lone Star,79.0,6.9,1996
781,Harriet the Spy,47.0,5.7,1996
782,Phenomenon,328.0,6.2,1996
783,Walking and Talking,8.0,6.6,1996
784,She's the One,71.0,5.7,1996
785,A Time to Kill,522.0,7.0,1996
786,American Buffalo,9.0,6.2,1996
787,Rendezvous in Paris,4.0,6.5,1995
788,Alaska,32.0,5.2,1996
789,Fled,49.0,5.2,1996
790,Kazaam,60.0,3.6,1996
791,Magic Hunter,1.0,6.0,1994
792,Larger Than Life,35.0,5.4,1996
793,A Boy Called Hate,2.0,6.0,1996
794,Power 98,1.0,4.0,1996
795,Two Deaths,2.0,7.0,1995
796,A Very Brady Sequel,42.0,5.8,1996
797,Stefano Quantestorie,1.0,6.0,1993
798,Death in the Garden,8.0,7.4,1956
799,Hedd Wyn,2.0,6.5,1992
800,La Collectionneuse,25.0,6.5,1967
801,Kaspar Hauser,4.0,6.3,1993
802,Regular Guys,9.0,5.2,1996
803,Diebinnen,1.0,4.0,1996
804,The Convent,6.0,6.5,1995
805,The Adventures of Pinocchio,55.0,5.0,1996
806,Joe's Apartment,87.0,5.0,1996
807,The First Wives Club,172.0,6.5,1996
808,Stonewall,10.0,7.2,1995
809,Ransom,482.0,6.4,1996
810,High School High,51.0,5.4,1996
811,Phat Beach,8.0,5.4,1996
812,Foxfire,30.0,6.3,1996
813,Chain Reaction,291.0,5.3,1996
814,Matilda,892.0,6.9,1996
815,Emma,152.0,6.7,1996
816,The Crow: City of Angels,119.0,5.2,1996
817,House Arrest,32.0,5.0,1996
818,Eyes Without a Face,130.0,7.5,1960
819,Bordello of Blood,63.0,5.0,1996
820,Lotto Land,1.0,7.0,1995
821,The Story of Xinghua,0.0,0.0,1994
822,The Day the Sun Turned Cold,2.0,7.0,1994
823,Flirt,4.0,7.5,1995
824,The Big Squeeze,1.0,5.0,1996
825,The Spitfire Grill,17.0,6.8,1996
826,Escape from L.A.,381.0,5.6,1996
827,Cyclo,23.0,6.8,1995
828,Basquiat,97.0,6.6,1996
829,Tin Cup,152.0,5.9,1996
830,Dingo,1.0,6.0,1991
831,The Ballad of Narayama,12.0,6.4,1958
832,Every Other Weekend,2.0,6.0,1990
833,Mille bolle blu,1.0,6.0,1993
834,Crows and Sparrows,1.0,5.0,1949
835,The Godfather,6024.0,8.5,1972
836,Maybe... Maybe Not,34.0,6.1,1994
837,Police Story 3: Supercop,109.0,6.7,1992
838,Manny & Lo,9.0,6.3,1996
839,Wife,0.0,0.0,1953
843,Small Faces,10.0,6.4,1996
844,Bound,203.0,6.9,1996
845,Carpool,17.0,4.9,1996
846,Death in Brunswick,7.0,6.1,1990
847,Kansas City,13.0,6.1,1996
848,Gone Fishin',48.0,4.7,1997
849,Lover's Knot,2.0,4.0,1996
850,Vive L'Amour,16.0,7.3,1994
851,Shadow of Angels,2.0,4.0,1976
852,Killer: A Journal of Murder,10.0,6.3,1996
853,Nothing to Lose,0.0,0.0,1994
854,Project S,12.0,5.8,1993
855,Girls Town,3.0,5.2,1996
856,Bye-Bye,3.0,7.7,1995
857,The Relic,130.0,5.8,1997
858,The Island of Dr. Moreau,148.0,4.6,1996
859,First Kid,28.0,5.3,1996
860,The Trigger Effect,18.0,6.6,1996
861,Sweet Nothing,2.0,5.0,1995
862,Bogus,46.0,5.4,1996
863,Bulletproof,164.0,5.4,1996
864,Talk of Angels,4.0,6.8,1998
865,The Land Before Time III: The Time of the Great Giving,86.0,6.1,1995
866,1-900,1.0,5.0,1994
867,Baton Rouge,0.0,0.0,1988
868,Halloween: The Curse of Michael Myers,173.0,5.0,1995
869,Twelfth Night,22.0,7.0,1996
870,Mother Night,13.0,7.1,1996
871,Liebelei,8.0,6.3,1933
872,Venice,4.0,7.5,2010
873,Wild Reeds,18.0,7.4,1994
874,For Whom the Bell Tolls,41.0,6.1,1943
875,The Philadelphia Story,196.0,7.7,1940
876,Singin' in the Rain,747.0,7.9,1952
877,An American in Paris,133.0,6.9,1951
878,Funny Face,162.0,7.0,1957
879,Breakfast at Tiffany's,1082.0,7.6,1961
880,Vertigo,1162.0,8.0,1958
881,Rear Window,1531.0,8.2,1954
882,It Happened One Night,283.0,7.7,1934
883,Gaslight,73.0,7.2,1944
884,The Gay Divorcee,17.0,7.2,1934
885,North by Northwest,1062.0,7.8,1959
886,The Apartment,498.0,8.1,1960
887,Some Like It Hot,835.0,8.0,1959
888,Charade,351.0,7.7,1963
889,Casablanca,1462.0,7.9,1942
890,The Maltese Falcon,435.0,7.8,1941
891,My Fair Lady,361.0,7.4,1964
892,Sabrina,284.0,7.4,1954
893,Roman Holiday,502.0,7.8,1953
894,The Little Princess,22.0,7.0,1939
895,Meet Me in St. Louis,66.0,6.8,1944
896,The Wizard of Oz,1689.0,7.4,1939
897,Gone with the Wind,995.0,7.7,1939
898,My Favorite Year,35.0,7.1,1982
899,Sunset Boulevard,533.0,8.2,1950
900,Citizen Kane,1244.0,8.0,1941
901,2001: A Space Odyssey,3075.0,7.9,1968
902,Golden Earrings,3.0,4.8,1947
903,All About Eve,367.0,8.0,1950
904,The Women,26.0,6.4,1939
905,Rebecca,346.0,7.7,1940
906,Foreign Correspondent,86.0,7.0,1940
907,Notorious,345.0,7.8,1946
908,Spellbound,166.0,7.3,1945
909,An Affair to Remember,101.0,7.1,1957
910,To Catch a Thief,299.0,7.1,1955
911,Father of the Bride,43.0,6.6,1950
912,The Band Wagon,46.0,7.1,1953
913,Ninotchka,77.0,7.3,1939
914,Love in the Afternoon,55.0,7.3,1957
915,Gigi,68.0,6.1,1958
916,The Reluctant Debutante,11.0,6.6,1958
917,The Adventures of Robin Hood,170.0,7.6,1938
918,The Mark of Zorro,39.0,7.1,1940
919,Laura,173.0,7.6,1944
920,The Ghost and Mrs. Muir,59.0,7.3,1947
921,Lost Horizon,42.0,6.8,1937
922,Top Hat,62.0,7.4,1935
923,To Be or Not to Be,119.0,7.7,1942
924,My Man Godfrey,69.0,7.7,1936
925,Giant,169.0,7.5,1956
926,East of Eden,163.0,7.5,1955
927,The Thin Man,97.0,7.4,1934
928,His Girl Friday,171.0,7.5,1940
929,Around the World in Eighty Days,85.0,6.5,1956
930,It's a Wonderful Life,1103.0,8.0,1946
931,Mr. Smith Goes to Washington,245.0,7.9,1939
932,Bringing Up Baby,201.0,7.6,1938
933,Penny Serenade,23.0,6.4,1941
934,The Scarlet Letter,4.0,8.3,1926
935,Lady of Burlesque,7.0,5.0,1943
936,Of Human Bondage,26.0,6.4,1934
937,Angel on My Shoulder,6.0,5.7,1946
938,Little Lord Fauntleroy,13.0,6.6,1936
939,They Made Me a Criminal,8.0,5.6,1939
940,The Inspector General,17.0,6.2,1949
941,Angel and the Badman,27.0,6.6,1947
942,The 39 Steps,217.0,7.4,1935
943,A Walk in the Sun,14.0,5.2,1945
944,The Outlaw,16.0,4.9,1943
945,Night of the Living Dead,591.0,7.5,1968
946,The African Queen,232.0,7.4,1951
947,Beat the Devil,31.0,6.2,1953
948,Cat on a Hot Tin Roof,168.0,7.6,1958
949,The Last Time I Saw Paris,9.0,5.1,1954
950,Meet John Doe,52.0,7.3,1941
951,Algiers,6.0,5.8,1938
952,Something to Sing About,2.0,3.8,1937
953,A Farewell to Arms,29.0,6.2,1932
957,Moonlight Murder,1.0,6.0,1936
958,Nothing Personal,1.0,4.0,1996
959,"Yes, Madam",11.0,7.4,1985
960,Dangerous Ground,8.0,5.0,1997
961,Picnic,19.0,6.7,1955
962,Madagascar Skin,0.0,0.0,1995
963,The Pompatus of Love,2.0,5.3,1996
964,Small Wonders,0.0,0.0,1995
965,Fly Away Home,114.0,6.6,1996
966,Bliss,6.0,4.8,1997
967,Grace of My Heart,15.0,6.5,1996
968,Brother of Sleep,6.0,6.8,1995
969,Maximum Risk,104.0,5.3,1996
970,Michael Collins,98.0,6.8,1996
971,The Rich Man's Wife,11.0,4.9,1996
972,Infinity,0.0,0.0,1996
973,Big Night,45.0,6.8,1996
974,Last Man Standing,263.0,6.2,1996
975,Caught,5.0,6.5,1996
976,Set It Off,66.0,6.9,1996
977,2 Days in the Valley,73.0,5.9,1996
978,Curdled,29.0,6.2,1996
979,L'associé,3.0,6.0,1979
980,Ed's Next Move,1.0,3.0,1996
981,Extreme Measures,80.0,5.7,1996
982,The Glimmer Man,102.0,4.7,1996
983,D3: The Mighty Ducks,99.0,5.3,1996
984,The Chamber,62.0,5.9,1996
985,The Apple Dumpling Gang,34.0,6.6,1975
986,"Davy Crockett, King of the Wild Frontier",14.0,5.9,1955
987,Escape to Witch Mountain,60.0,6.5,1975
988,The Love Bug,126.0,6.0,1968
989,Herbie Rides Again,77.0,5.9,1974
990,Old Yeller,68.0,7.0,1957
991,The Parent Trap,92.0,6.8,1961
992,Pollyanna,50.0,6.9,1960
993,Homeward Bound: The Incredible Journey,218.0,6.6,1993
994,The Shaggy Dog,22.0,6.2,1959
995,Swiss Family Robinson,88.0,7.0,1960
996,That Darn Cat!,28.0,6.4,1965
997,"20,000 Leagues Under the Sea",160.0,6.9,1954
998,Cool Runnings,510.0,6.8,1993
999,Angels in the Outfield,124.0,5.7,1994
1000,Cinderella,1760.0,6.8,1950
1001,Winnie the Pooh and the Blustery Day,20.0,7.8,1968
1002,The Three Caballeros,108.0,6.2,1944
1003,The Sword in the Stone,935.0,6.9,1963
1004,So Dear to My Heart,5.0,6.3,1948
1005,Robin Hood: Prince of Thieves,937.0,6.6,1991
1006,Mary Poppins,1217.0,7.4,1964
1007,Dumbo,1206.0,6.8,1941
1008,Pete's Dragon,201.0,6.4,1977
1009,Bedknobs and Broomsticks,260.0,6.8,1971
1010,Alice in Wonderland,1557.0,7.0,1951
1011,The Fox and the Hound,884.0,7.0,1981
1012,Freeway,95.0,6.5,1996
1013,The Sound of Music,966.0,7.4,1965
1014,Die Hard,4005.0,7.5,1988
1015,The Lawnmower Man,198.0,5.4,1992
1016,Unhook the Stars,11.0,6.2,1996
1017,Synthetic Pleasures,0.0,0.0,1995
1018,The Secret Agent,7.0,5.0,1996
1019,Secrets & Lies,127.0,7.1,1996
1020,That Thing You Do!,230.0,6.8,1996
1021,To Gillian on Her 37th Birthday,13.0,5.1,1996
1022,Surviving Picasso,21.0,5.3,1996
1023,Love Is All There Is,2.0,5.5,1996
1024,Beautiful Thing,76.0,7.3,1996
1025,The Long Kiss Goodnight,323.0,6.4,1996
1026,The Ghost and the Darkness,238.0,6.4,1996
1027,Looking for Richard,33.0,6.9,1996
1028,Trees Lounge,51.0,6.7,1996
1029,The Proprietor,0.0,0.0,1996
1030,Normal Life,8.0,6.8,1996
1031,Get on the Bus,11.0,7.0,1996
1032,Shadow Conspiracy,12.0,4.0,1997
1033,Jude,38.0,6.6,1996
1034,Everyone Says I Love You,149.0,6.5,1996
1035,Bitter Sugar,3.0,6.3,1996
1036,Romeo + Juliet,1406.0,6.7,1996
1037,Swingers,255.0,6.8,1996
1038,Sleepers,729.0,7.3,1996
1039,The Sunchaser,8.0,6.1,1996
1040,Johns,6.0,6.0,1996
1041,Aladdin and the King of Thieves,494.0,6.1,1996
1042,The Woman in Question,3.0,5.2,1952
1043,Shall We Dance,22.0,7.9,1937
1044,A Damsel in Distress,4.0,7.0,1937
1045,Crossfire,26.0,6.1,1947
1046,"Murder, My Sweet",48.0,7.2,1944
1047,Macao,8.0,5.6,1952
1048,For the Moment,3.0,7.4,1993
1049,Willy Wonka & the Chocolate Factory,826.0,7.4,1971
1050,The Sexual Life of the Belgians,2.0,5.0,1994
1051,The Innocents,126.0,7.5,1961
1052,Sleeper,206.0,7.0,1973
1053,Bananas,167.0,6.7,1971
1054,A Fish Called Wanda,576.0,7.1,1988
1055,Life of Brian,1230.0,7.7,1979
1056,Victor/Victoria,89.0,6.9,1982
1057,The Candidate,39.0,6.9,1972
1058,The Great Race,64.0,7.2,1965
1059,Bonnie and Clyde,384.0,7.6,1967
1060,The Old Man and the Sea,25.0,6.0,1958
1061,Dial M for Murder,539.0,7.9,1954
1062,Madame Butterfly,3.0,4.8,1995
1063,Dirty Dancing,1371.0,7.1,1987
1064,Reservoir Dogs,3821.0,8.1,1992
1065,Platoon,1236.0,7.5,1986
1066,Weekend at Bernie's,255.0,6.4,1989
1067,Basic Instinct,869.0,6.5,1992
1068,The Doors,285.0,6.7,1991
1069,The Crying Game,180.0,6.9,1992
1070,Glengarry Glen Ross,330.0,7.5,1992
1071,Sophie's Choice,149.0,7.4,1982
1072,E.T. the Extra-Terrestrial,3359.0,7.3,1982
1073,The Search for One-eye Jimmy,4.0,6.3,1994
1074,A Christmas Carol,34.0,7.0,1938
1075,Days of Thunder,359.0,5.9,1990
1076,Top Gun,1736.0,6.7,1986
1077,American Strays,5.0,6.8,1996
1078,Rebel Without a Cause,351.0,7.6,1955
1079,A Streetcar Named Desire,291.0,7.6,1951
1080,Children of the Corn IV: The Gathering,41.0,4.6,1996
1081,The Leopard Son,0.0,0.0,1996
1082,Charm's  Incidents,0.0,0.0,1996
1083,Bird of Prey,0.0,0.0,1995
1084,Microcosmos,61.0,7.7,1996
1085,Palookaville,7.0,5.4,1995
1086,The Associate,49.0,6.2,1996
1087,The Funeral,31.0,7.3,1996
1088,The Sleepover,1.0,8.0,2013
1089,A Single Girl,8.0,6.8,1995
1090,The Eighth Day,56.0,7.0,1996
1091,North Star,3.0,5.2,1996
1092,Drunks,0.0,0.0,1997
1093,The People vs. Larry Flynt,257.0,6.8,1996
1094,Glory Daze,15.0,5.8,1995
1095,A Perfect Candidate,2.0,5.3,1996
1096,On Golden Pond,101.0,7.3,1981
1097,The Return of the Pink Panther,138.0,6.7,1975
1098,Drop Dead Fred,107.0,5.9,1991
1099,The Abyss,822.0,7.1,1989
1100,The Fog,318.0,6.4,1980
1101,Escape from New York,720.0,6.9,1981
1102,The Howling,165.0,6.4,1981
1103,Jean de Florette,113.0,7.6,1986
1104,Manon of the Spring,103.0,7.8,1986
1105,Johnny 100 Pesos,3.0,6.3,1993
1106,Private Benjamin,103.0,6.0,1980
1107,Monty Python and the Holy Grail,1742.0,7.8,1975
1108,Hustler White,12.0,6.8,1996
1109,Dadetown,1.0,8.0,1995
1110,Everything Relative,1.0,4.0,1996
1111,Entertaining Angels - The Dorothy Day Story,1.0,5.0,1996
1112,Three Lives and Only One Death,5.0,8.0,1996
1113,The Line King: The Al Hirschfeld Story,0.0,0.0,1996
1114,Snowriders,0.0,0.0,1996
1115,Curtis's Charm,0.0,0.0,1995
1116,When We Were Kings,54.0,7.3,1996
1117,The Wrong Trousers,266.0,7.6,1993
1118,JLG/JLG: Self-Portrait in December,3.0,7.7,1995
1119,The Return of Martin Guerre,22.0,6.7,1982
1120,Faust,22.0,7.4,1994
1121,He Walked by Night,17.0,6.4,1948
1122,Raw Deal,19.0,7.2,1948
1123,T-Men,15.0,6.4,1947
1124,The Children Are Watching Us,11.0,7.2,1944
1125,Pastoral Symphony,3.0,4.7,1946
1126,Here Comes Cookie,1.0,8.0,1935
1127,Love In Bloom,0.0,0.0,1935
1128,Six of a Kind,2.0,3.5,1934
1129,The Tin Drum,93.0,7.0,1979
1130,The Ruling Class,29.0,6.8,1972
1131,Mina Tannenbaum,3.0,4.8,1994
1132,2 or 3 Things I Know About Her,33.0,7.0,1967
1133,The Bloody Child,0.0,0.0,1996
1134,Dear God,17.0,5.1,1996
1135,Bad Moon,33.0,5.7,1996
1136,American Dream,2.0,6.0,1990
1137,Best of the Best 3: No Turning Back,13.0,5.8,1995
1138,Bob Roberts,44.0,6.5,1992
1139,Cinema Paradiso,834.0,8.2,1988
1140,"The Cook, the Thief, His Wife & Her Lover",137.0,7.3,1989
1141,Dead Tired,9.0,5.6,1994
1142,Delicatessen,320.0,7.4,1991
1143,The Double Life of Veronique,154.0,7.3,1991
1144,Enchanted April,25.0,6.9,1991
1145,Paths of Glory,565.0,8.2,1957
1146,The Grifters,112.0,6.5,1990
1147,Hear My Song,4.0,4.1,1991
1148,The Shooter,1.0,5.0,1997
1149,The English Patient,559.0,7.0,1996
1150,Mediterraneo,157.0,7.4,1991
1151,My Left Foot: The Story of Christy Brown,208.0,7.5,1989
1152,"Sex, Lies, and Videotape",188.0,6.7,1989
1153,Passion Fish,7.0,6.7,1992
1154,Strictly Ballroom,83.0,6.2,1992
1155,The Thin Blue Line,109.0,7.9,1988
1156,Tie Me Up! Tie Me Down!,102.0,7.0,1989
1157,Madonna: Truth or Dare,32.0,6.3,1991
1158,Paris is Burning,67.0,8.2,1990
1159,One Flew Over the Cuckoo's Nest,3001.0,8.3,1975
1160,Up in Smoke,201.0,6.7,1978
1161,The Empire Strikes Back,5998.0,8.2,1980
1162,The Princess Bride,1518.0,7.6,1987
1163,Raiders of the Lost Ark,3949.0,7.7,1981
1164,Brazil,877.0,7.6,1985
1165,Aliens,3282.0,7.7,1986
1166,"The Good, the Bad and the Ugly",2371.0,8.1,1966
1167,Withnail & I,173.0,7.4,1987
1168,12 Angry Men,2130.0,8.2,1957
1169,Lawrence of Arabia,870.0,7.8,1962
1170,A Clockwork Orange,3432.0,8.0,1971
1171,To Kill a Mockingbird,676.0,7.9,1962
1172,Apocalypse Now,2112.0,8.0,1979
1173,Once Upon a Time in the West,1160.0,8.1,1968
1174,Return of the Jedi,4763.0,7.9,1983
1175,Wings of Desire,256.0,7.5,1987
1176,The Third Man,431.0,7.9,1949
1177,GoodFellas,3211.0,8.2,1990
1178,Alien,4564.0,7.9,1979
1179,Army of Darkness,852.0,7.3,1992
1180,The Big Blue,364.0,7.6,1988
1181,Ran,349.0,7.9,1985
1182,The Killer,179.0,7.6,1989
1183,Psycho,2405.0,8.3,1960
1184,The Blues Brothers,1092.0,7.5,1980
1185,The Godfather: Part II,3418.0,8.3,1974
1186,Full Metal Jacket,2595.0,7.9,1987
1187,A Grand Day Out,199.0,7.4,1990
1188,Henry V,73.0,7.4,1989
1189,Amadeus,1107.0,7.8,1984
1190,The Quiet Man,118.0,7.3,1952
1191,Once Upon a Time in America,1104.0,8.3,1984
1192,Raging Bull,968.0,7.7,1980
1193,Annie Hall,1044.0,7.8,1977
1194,The Right Stuff,241.0,7.4,1983
1195,Stalker,356.0,7.8,1979
1196,Das Boot,623.0,7.9,1981
1197,The Sting,639.0,7.9,1973
1198,Harold and Maude,266.0,7.7,1971
1199,Trust,24.0,6.5,1990
1200,The Seventh Seal,569.0,7.9,1957
1201,Local Hero,81.0,7.0,1983
1202,The Terminator,4208.0,7.4,1984
1203,Braindead,388.0,7.4,1992
1204,Glory,391.0,7.4,1989
1205,Rosencrantz & Guildenstern Are Dead,75.0,7.3,1991
1206,Manhattan,600.0,7.8,1979
1207,Miller's Crossing,431.0,7.5,1990
1208,Dead Poets Society,2786.0,8.1,1989
1209,The Graduate,855.0,7.6,1967
1210,Touch of Evil,292.0,7.6,1958
1211,La Femme Nikita,511.0,7.0,1990
1212,The Bridge on the River Kwai,554.0,7.7,1957
1213,8½,427.0,7.9,1963
1214,Chinatown,939.0,7.9,1974
1215,The Day the Earth Stood Still,323.0,7.3,1951
1216,The Treasure of the Sierra Madre,285.0,7.9,1948
1217,Bad Taste,196.0,6.4,1987
1218,Duck Soup,170.0,7.6,1933
1219,Better Off Dead...,164.0,6.8,1985
1220,The Shining,3890.0,8.1,1980
1221,Stand by Me,1568.0,7.8,1986
1222,M,465.0,8.0,1931
1223,Evil Dead II,760.0,7.5,1987
1224,The Great Escape,731.0,7.8,1963
1225,The Deer Hunter,943.0,7.8,1978
1226,Diva,37.0,6.7,1981
1227,Groundhog Day,2358.0,7.4,1993
1228,Unforgiven,1133.0,7.7,1992
1229,The Manchurian Candidate,188.0,7.7,1962
1230,Pump up the Volume,86.0,7.0,1990
1231,Arsenic and Old Lace,234.0,7.4,1944
1232,Back to the Future,6239.0,8.0,1985
1233,Fried Green Tomatoes,298.0,7.6,1991
1234,Patton,327.0,7.3,1970
1235,Down by Law,149.0,7.2,1986
1236,Akira,792.0,7.8,1988
1237,Highlander,642.0,6.8,1986
1238,Cool Hand Luke,390.0,7.7,1967
1239,Cyrano de Bergerac,131.0,6.8,1990
1240,Young Frankenstein,880.0,7.7,1974
1241,Night on Earth,165.0,7.5,1991
1242,Raise the Red Lantern,139.0,7.8,1991
1243,The Great Dictator,756.0,8.1,1940
1244,Fantasia,831.0,7.2,1940
1245,High Noon,343.0,7.6,1952
1246,The Big Sleep,244.0,7.6,1946
1247,Heathers,387.0,7.3,1988
1248,Somewhere in Time,104.0,7.1,1980
1249,Ben-Hur,660.0,7.5,1959
1250,This Is Spinal Tap,413.0,7.6,1984
1251,Koyaanisqatsi,140.0,7.7,1982
1252,Some Kind of Wonderful,104.0,6.9,1987
1253,Indiana Jones and the Last Crusade,3221.0,7.6,1989
1254,Being There,243.0,7.7,1979
1255,Gandhi,730.0,7.4,1982
1256,The Unbearable Lightness of Being,89.0,7.0,1988
1257,A Room with a View,164.0,6.9,1985
1258,Real Genius,121.0,6.6,1985
1259,Pink Floyd: The Wall,363.0,7.7,1982
1260,The Killing Fields,180.0,7.5,1984
1261,My Life as a Dog,70.0,7.3,1985
1262,Forbidden Planet,238.0,7.2,1956
1263,Field of Dreams,383.0,7.1,1989
1264,The Man Who Would Be King,148.0,7.6,1975
1265,Butch Cassidy and the Sundance Kid,659.0,7.4,1969
1266,"Paris, Texas",282.0,7.7,1984
1267,Until the End of the World,45.0,6.3,1991
1268,When Harry Met Sally...,974.0,7.3,1989
1269,I Shot a Man in Vegas,0.0,0.0,1996
1270,Parallel Sons,1.0,5.0,1995
1271,Hype!,12.0,6.8,1996
1272,Santa with Muscles,20.0,3.5,1996
1273,Female Perversions,10.0,5.4,1996
1274,Mad Dog Time,12.0,6.2,1996
1275,Breathing Room,0.0,0.0,1996
1276,Paris Was a Woman,1.0,7.0,1996
1277,I'm Not Rappaport,8.0,6.2,1996
1278,Blue Juice,13.0,3.6,1995
1279,Kids of Survival,0.0,0.0,1996
1280,Alien³,1664.0,6.2,1992
1281,An American Werewolf in London,571.0,7.2,1981
1282,Amityville: It's About Time,21.0,4.1,1992
1283,Amityville 3-D,40.0,4.0,1983
1284,Amityville: Dollhouse,17.0,3.5,1996
1285,Amityville: A New Generation,17.0,2.8,1993
1286,Amityville II: The Possession,59.0,5.9,1982
