,title,release_year,popularity
760,Til There Was You,1997,2.700061
761,Independence Day,1996,17.634197
762,Stealing Beauty,1996,6.418805
763,The Fan,1996,12.202063
764,The Hunchback of Notre Dame,1996,13.553999
765,The Cable Guy,1996,7.586577
766,Kingpin,1996,11.633347
767,Eraser,1996,6.919314
768,The Gate of Heavenly Peace,1995,0.10705
769,The Nutty Professor,1996,9.651581
770,"I, the Worst of All",1990,0.202495
771,An Unforgettable Summer,1994,0.826372
772,A Hungarian Fairy Tale,1987,0.043125
773,My Life and Times With Antonin Artaud,1993,0.000308
774,Midnight Dancers,1994,0.05956
775,Somebody to Love,1994,0.970688
776,A Very Natural Thing,1974,0.147662
777,The Old Lady Who Walked in the Sea,1991,0.573423
778,Daylight,1996,11.995799
779,The Frighteners,1996,12.09096
780,Lone Star,1996,9.069963
781,Harriet the Spy,1996,4.086563
782,Phenomenon,1996,5.575992
783,Walking and Talking,1996,0.913281
784,She's the One,1996,10.827266
785,A Time to Kill,1996,13.309013
786,American Buffalo,1996,7.031279
787,Rendezvous in Paris,1995,0.227128
788,Alaska,1996,2.318141
789,Fled,1996,3.906949
790,Kazaam,1996,8.962892
791,Magic Hunter,1994,0.091984
792,Larger Than Life,1996,3.521921
793,A Boy Called Hate,1996,1.56604
794,Power 98,1996,0.926867
795,Two Deaths,1995,0.145092
796,A Very Brady Sequel,1996,9.898696
797,Stefano Quantestorie,1993,0.036699
798,Death in the Garden,1956,1.116063
799,Hedd Wyn,1992,0.270432
800,La Collectionneuse,1967,1.683348
801,Kaspar Hauser,1993,0.000578
802,Regular Guys,1996,1.165202
803,Diebinnen,1996,0.106345
804,The Convent,1995,1.606957
805,The Adventures of Pinocchio,1996,7.523528
806,Joe's Apartment,1996,9.490858
807,The First Wives Club,1996,10.177303
808,Stonewall,1995,0.940228
809,Ransom,1996,8.772188
810,High School High,1996,4.220058
811,Phat Beach,1996,0.879852
812,Foxfire,1996,3.186891
813,Chain Reaction,1996,15.874491
814,Matilda,1996,10.034915
815,Emma,1996,6.593011
816,The Crow: City of Angels,1996,6.554679
817,House Arrest,1996,12.297782
818,Eyes Without a Face,1960,9.935891
819,Bordello of Blood,1996,3.450402
820,Lotto Land,1995,0.042365
821,The Story of Xinghua,1994,0.001652
822,The Day the Sun Turned Cold,1994,0.076062
823,Flirt,1995,1.663948
824,The Big Squeeze,1996,0.404501
825,The Spitfire Grill,1996,1.19589
826,Escape from L.A.,1996,12.229381
827,Cyclo,1995,1.781952
828,Basquiat,1996,4.797674
829,Tin Cup,1996,6.24966
830,Dingo,1991,0.124273
831,The Ballad of Narayama,1958,0.969254
832,Every Other Weekend,1990,0.629807
833,Mille bolle blu,1993,0.03537
834,Crows and Sparrows,1949,0.036478
835,The Godfather,1972,41.109264
836,Maybe... Maybe Not,1994,8.593319
837,Police Story 3: Supercop,1992,6.751864
838,Manny & Lo,1996,1.143656
839,Wife,1953,0.096079
843,Small Faces,1996,0.90913
844,Bound,1996,12.449574
845,Carpool,1996,3.714049
846,Death in Brunswick,1990,0.913987
847,Kansas City,1996,5.130136
848,Gone Fishin',1997,2.289647
849,Lover's Knot,1996,0.14315
850,Vive L'Amour,1994,1.404588
851,Shadow of Angels,1976,0.364246
852,Killer: A Journal of Murder,1996,0.705136
853,Nothing to Lose,1994,0.001771
854,Project S,1993,1.262539
855,Girls Town,1996,0.635669
856,Bye-Bye,1995,0.109406
857,The Relic,1997,7.699967
858,The Island of Dr. Moreau,1996,12.725343
859,First Kid,1996,6.510437
860,The Trigger Effect,1996,9.028947
861,Sweet Nothing,1995,0.234665
862,Bogus,1996,2.523605
863,Bulletproof,1996,7.859132
864,Talk of Angels,1998,0.978989
865,The Land Before Time III: The Time of the Great Giving,1995,6.372442
866,1-900,1994,0.062128
867,Baton Rouge,1988,0.437895
868,Halloween: The Curse of Michael Myers,1995,8.768288
869,Twelfth Night,1996,4.69668
870,Mother Night,1996,6.038784
871,Liebelei,1933,0.472479
872,Venice,2010,0.14713
873,Wild Reeds,1994,2.115268
874,For Whom the Bell Tolls,1943,14.373861
875,The Philadelphia Story,1940,8.888069
876,Singin' in the Rain,1952,11.064858
877,An American in Paris,1951,5.565203
878,Funny Face,1957,5.461487
879,Breakfast at Tiffany's,1961,10.879289
880,Vertigo,1958,18.20822
881,Rear Window,1954,17.911314
882,It Happened One Night,1934,6.465257
883,Gaslight,1944,14.545058
884,The Gay Divorcee,1934,2.863935
885,North by Northwest,1959,12.410427
886,The Apartment,1960,11.994281
887,Some Like It Hot,1959,11.845107
888,Charade,1963,7.098731
889,Casablanca,1942,13.916101
890,The Maltese Falcon,1941,5.782544
891,My Fair Lady,1964,12.494394
892,Sabrina,1954,7.359741
893,Roman Holiday,1953,11.954806
894,The Little Princess,1939,5.640722
895,Meet Me in St. Louis,1944,7.331511
896,The Wizard of Oz,1939,22.064932
897,Gone with the Wind,1939,14.240357
898,My Favorite Year,1982,2.923672
899,Sunset Boulevard,1950,11.709777
900,Citizen Kane,1941,15.811921
901,2001: A Space Odyssey,1968,22.494622
902,Golden Earrings,1947,0.949155
903,All About Eve,1950,12.06308
904,The Women,1939,5.076649
905,Rebecca,1940,8.590813
906,Foreign Correspondent,1940,9.955445
907,Notorious,1946,10.135111
908,Spellbound,1945,5.47596
909,An Affair to Remember,1957,9.813419
910,To Catch a Thief,1955,5.490505
911,Father of the Bride,1950,2.469167
912,The Band Wagon,1953,3.573935
913,Ninotchka,1939,5.120036
914,Love in the Afternoon,1957,8.196679
915,Gigi,1958,10.36311
916,The Reluctant Debutante,1958,1.954175
917,The Adventures of Robin Hood,1938,10.685036
918,The Mark of Zorro,1940,7.431939
919,Laura,1944,9.884516
920,The Ghost and Mrs. Muir,1947,3.008607
921,Lost Horizon,1937,3.166544
922,Top Hat,1935,7.122093
923,To Be or Not to Be,1942,7.274948
924,My Man Godfrey,1936,5.480098
925,Giant,1956,10.864284
926,East of Eden,1955,6.42883
927,The Thin Man,1934,10.573867
928,His Girl Friday,1940,9.88321
929,Around the World in Eighty Days,1956,6.164226
930,It's a Wonderful Life,1946,15.031588
931,Mr. Smith Goes to Washington,1939,8.168694
932,Bringing Up Baby,1938,6.60577
933,Penny Serenade,1941,2.446972
934,The Scarlet Letter,1926,0.284522
935,Lady of Burlesque,1943,0.264695
936,Of Human Bondage,1934,1.831221
937,Angel on My Shoulder,1946,0.594433
938,Little Lord Fauntleroy,1936,4.709847
939,They Made Me a Criminal,1939,1.758391
940,The Inspector General,1949,0.896505
941,Angel and the Badman,1947,8.08426
942,The 39 Steps,1935,5.865697
943,A Walk in the Sun,1945,8.85591
944,The Outlaw,1943,1.450989
945,Night of the Living Dead,1968,14.384198
946,The African Queen,1951,6.636872
947,Beat the Devil,1953,2.001733
948,Cat on a Hot Tin Roof,1958,11.794846
949,The Last Time I Saw Paris,1954,0.912955
950,Meet John Doe,1941,10.750619
951,Algiers,1938,0.348765
952,Something to Sing About,1937,0.367546
953,A Farewell to Arms,1932,1.914697
957,Moonlight Murder,1936,0.283269
958,Nothing Personal,1996,0.064512
959,"Yes, Madam",1985,1.060097
960,Dangerous Ground,1997,1.463219
961,Picnic,1955,8.500509
962,Madagascar Skin,1995,0.580724
963,The Pompatus of Love,1996,0.537795
964,Small Wonders,1995,0.00264
965,Fly Away Home,1996,5.511155
966,Bliss,1997,1.262649
967,Grace of My Heart,1996,9.364418
968,Brother of Sleep,1995,0.751733
969,Maximum Risk,1996,7.370163
970,Michael Collins,1996,6.728199
971,The Rich Man's Wife,1996,6.746475
972,Infinity,1996,1.226688
973,Big Night,1996,2.702973
974,Last Man Standing,1996,11.845918
975,Caught,1996,1.625873
976,Set It Off,1996,6.85606
977,2 Days in the Valley,1996,4.989276
978,Curdled,1996,2.781581
979,L'associé,1979,0.000308
980,Ed's Next Move,1996,0.550278
981,Extreme Measures,1996,4.990506
982,The Glimmer Man,1996,5.918737
983,D3: The Mighty Ducks,1996,5.511475
984,The Chamber,1996,3.998494
985,The Apple Dumpling Gang,1975,4.040945
986,"Davy Crockett, King of the Wild Frontier",1955,5.497359
987,Escape to Witch Mountain,1975,7.151691
988,The Love Bug,1968,10.091707
989,Herbie Rides Again,1974,4.914603
990,Old Yeller,1957,12.887829
991,The Parent Trap,1961,5.807074
992,Pollyanna,1960,3.254308
993,Homeward Bound: The Incredible Journey,1993,7.186506
994,The Shaggy Dog,1959,3.404213
995,Swiss Family Robinson,1960,4.623089
996,That Darn Cat!,1965,2.803679
997,"20,000 Leagues Under the Sea",1954,8.722406
998,Cool Runnings,1993,8.30721
999,Angels in the Outfield,1994,10.892812
1000,Cinderella,1950,14.436858
1001,Winnie the Pooh and the Blustery Day,1968,1.054814
1002,The Three Caballeros,1944,8.702472
1003,The Sword in the Stone,1963,10.636458
1004,So Dear to My Heart,1948,0.901443
1005,Robin Hood: Prince of Thieves,1991,10.639244
1006,Mary Poppins,1964,15.11549
1007,Dumbo,1941,14.655879
1008,Pete's Dragon,1977,7.644722
1009,Bedknobs and Broomsticks,1971,10.362012
1010,Alice in Wonderland,1951,16.488937
1011,The Fox and the Hound,1981,10.197106
1012,Freeway,1996,7.088533
1013,The Sound of Music,1965,9.06773
1014,Die Hard,1988,16.640522
1015,The Lawnmower Man,1992,6.685948
1016,Unhook the Stars,1996,5.52185
1017,Synthetic Pleasures,1995,0.001177
1018,The Secret Agent,1996,2.943911
1019,Secrets & Lies,1996,11.223572
1020,That Thing You Do!,1996,8.685761
1021,To Gillian on Her 37th Birthday,1996,3.263681
1022,Surviving Picasso,1996,2.167132
1023,Love Is All There Is,1996,0.453988
1024,Beautiful Thing,1996,5.766163
1025,The Long Kiss Goodnight,1996,14.482345
1026,The Ghost and the Darkness,1996,10.789928
1027,Looking for Richard,1996,2.653817
1028,Trees Lounge,1996,3.464286
1029,The Proprietor,1996,0.4319
1030,Normal Life,1996,0.881187
1031,Get on the Bus,1996,5.230661
1032,Shadow Conspiracy,1997,3.733574
1033,Jude,1996,3.379677
1034,Everyone Says I Love You,1996,9.649113
1035,Bitter Sugar,1996,0.401227
1036,Romeo + Juliet,1996,11.774061
1037,Swingers,1996,6.578025
1038,Sleepers,1996,9.198283
1039,The Sunchaser,1996,2.35809
1040,Johns,1996,0.271674
1041,Aladdin and the King of Thieves,1996,8.654244
1042,The Woman in Question,1952,0.757337
1043,Shall We Dance,1937,3.786353
1044,A Damsel in Distress,1937,1.685981
1045,Crossfire,1947,3.770441
1046,"Murder, My Sweet",1944,3.433265
1047,Macao,1952,1.715751
1048,For the Moment,1993,0.347124
1049,Willy Wonka & the Chocolate Factory,1971,12.416635
1050,The Sexual Life of the Belgians,1994,0.297781
1051,The Innocents,1961,7.667964
1052,Sleeper,1973,6.048904
1053,Bananas,1971,4.331819
1054,A Fish Called Wanda,1988,11.400353
1055,Life of Brian,1979,10.714173
1056,Victor/Victoria,1982,5.378996
1057,The Candidate,1972,11.862375
1058,The Great Race,1965,4.473327
1059,Bonnie and Clyde,1967,12.109198
1060,The Old Man and the Sea,1958,1.728104
1061,Dial M for Murder,1954,7.853231
1062,Madame Butterfly,1995,0.1489
1063,Dirty Dancing,1987,14.044122
1064,Reservoir Dogs,1992,12.22034
1065,Platoon,1986,18.206972
1066,Weekend at Bernie's,1989,8.051891
1067,Basic Instinct,1992,16.628427
1068,The Doors,1991,7.829619
1069,The Crying Game,1992,7.404329
1070,Glengarry Glen Ross,1992,6.792215
1071,Sophie's Choice,1982,15.417202
1072,E.T. the Extra-Terrestrial,1982,19.358546
1073,The Search for One-eye Jimmy,1994,0.617014
1074,A Christmas Carol,1938,1.896952
1075,Days of Thunder,1990,7.046753
1076,Top Gun,1986,20.301019
1077,American Strays,1996,0.51063
1078,Rebel Without a Cause,1955,10.968169
1079,A Streetcar Named Desire,1951,7.301719
1080,Children of the Corn IV: The Gathering,1996,7.97048
1081,The Leopard Son,1996,0.002079
1082,Charm's  Incidents,1996,0.001193
1083,Bird of Prey,1995,0.564117
1084,Microcosmos,1996,10.793031
1085,Palookaville,1995,1.669597
1086,The Associate,1996,3.277612
1087,The Funeral,1996,2.772039
1088,The Sleepover,2013,0.135596
1089,A Single Girl,1995,1.813577
1090,The Eighth Day,1996,2.887239
1091,North Star,1996,2.753163
1092,Drunks,1997,0.587824
1093,The People vs. Larry Flynt,1996,9.178371
1094,Glory Daze,1995,10.738755
1095,A Perfect Candidate,1996,0.112669
1096,On Golden Pond,1981,12.252186
1097,The Return of the Pink Panther,1975,6.501177
1098,Drop Dead Fred,1991,7.88101
1099,The Abyss,1989,9.809585
1100,The Fog,1980,9.194572
1101,Escape from New York,1981,10.124544
1102,The Howling,1981,6.715512
1103,Jean de Florette,1986,4.883274
1104,Manon of the Spring,1986,5.939394
1105,Johnny 100 Pesos,1993,0.149107
1106,Private Benjamin,1980,11.431866
1107,Monty Python and the Holy Grail,1975,10.43389
1108,Hustler White,1996,1.068288
1109,Dadetown,1995,0.037353
1110,Everything Relative,1996,0.104276
1111,Entertaining Angels - The Dorothy Day Story,1996,0.051135
1112,Three Lives and Only One Death,1996,1.163947
1113,The Line King: The Al Hirschfeld Story,1996,0.001663
1114,Snowriders,1996,0.001223
1115,Curtis's Charm,1995,0.001648
1116,When We Were Kings,1996,3.60795
1117,The Wrong Trousers,1993,7.771233
1118,JLG/JLG: Self-Portrait in December,1995,0.441965
1119,The Return of Martin Guerre,1982,1.233692
1120,Faust,1994,1.892008
1121,He Walked by Night,1948,2.3353
1122,Raw Deal,1948,10.091381
1123,T-Men,1947,4.237738
1124,The Children Are Watching Us,1944,0.412633
1125,Pastoral Symphony,1946,0.206154
1126,Here Comes Cookie,1935,0.083133
1127,Love In Bloom,1935,0.003387
1128,Six of a Kind,1934,0.52878
1129,The Tin Drum,1979,5.614456
1130,The Ruling Class,1972,2.186663
1131,Mina Tannenbaum,1994,0.400813
1132,2 or 3 Things I Know About Her,1967,7.273791
1133,The Bloody Child,1996,0.001287
1134,Dear God,1996,1.952957
1135,Bad Moon,1996,2.661026
1136,American Dream,1990,0.075885
1137,Best of the Best 3: No Turning Back,1995,1.567945
1138,Bob Roberts,1992,3.041772
1139,Cinema Paradiso,1988,14.177005
1140,"The Cook, the Thief, His Wife & Her Lover",1989,5.970136
1141,Dead Tired,1994,0.665616
1142,Delicatessen,1991,12.565447
1143,The Double Life of Veronique,1991,9.661817
1144,Enchanted April,1991,2.400185
1145,Paths of Glory,1957,8.548518
1146,The Grifters,1990,10.809693
1147,Hear My Song,1991,0.003977
1148,The Shooter,1997,0.112249
1149,The English Patient,1996,15.564161
1150,Mediterraneo,1991,5.557759
1151,My Left Foot: The Story of Christy Brown,1989,5.841931
1152,"Sex, Lies, and Videotape",1989,12.293656
1153,Passion Fish,1992,5.367604
1154,Strictly Ballroom,1992,3.233531
1155,The Thin Blue Line,1988,5.070224
1156,Tie Me Up! Tie Me Down!,1989,10.788319
1157,Madonna: Truth or Dare,1991,1.325299
1158,Paris is Burning,1990,4.101295
1159,One Flew Over the Cuckoo's Nest,1975,35.529554
1160,Up in Smoke,1978,7.194364
1161,The Empire Strikes Back,1980,19.470959
1162,The Princess Bride,1987,15.15267
1163,Raiders of the Lost Ark,1981,19.901576
1164,Brazil,1985,9.837287
1165,Aliens,1986,21.761179
1166,"The Good, the Bad and the Ugly",1966,16.788787
1167,Withnail & I,1987,14.316459
1168,12 Angry Men,1957,16.503959
1169,Lawrence of Arabia,1962,10.893332
1170,A Clockwork Orange,1971,17.112594
1171,To Kill a Mockingbird,1962,14.284787
1172,Apocalypse Now,1979,13.5963
1173,Once Upon a Time in the West,1968,15.589351
1174,Return of the Jedi,1983,14.586087
1175,Wings of Desire,1987,6.357321
1176,The Third Man,1949,8.513889
1177,GoodFellas,1990,15.424092
1178,Alien,1979,23.37742
1179,Army of Darkness,1992,10.704612
1180,The Big Blue,1988,13.503815
1181,Ran,1985,12.250232
1182,The Killer,1989,8.019837
1183,Psycho,1960,36.826309
1184,The Blues Brothers,1980,10.076901
1185,The Godfather: Part II,1974,36.629307
1186,Full Metal Jacket,1987,13.94148
1187,A Grand Day Out,1990,7.617298
1188,Henry V,1989,7.307967
1189,Amadeus,1984,12.677592
1190,The Quiet Man,1952,8.762386
1191,Once Upon a Time in America,1984,32.182851
1192,Raging Bull,1980,8.868558
1193,Annie Hall,1977,18.146043
1194,The Right Stuff,1983,14.902397
1195,Stalker,1979,7.787515
1196,Das Boot,1981,8.80338
1197,The Sting,1973,12.016821
1198,Harold and Maude,1971,10.878112
1199,Trust,1990,4.085688
1200,The Seventh Seal,1957,6.47828
1201,Local Hero,1983,10.636074
1202,The Terminator,1984,19.293562
1203,Braindead,1992,13.645568
1204,Glory,1989,7.521346
1205,Rosencrantz & Guildenstern Are Dead,1991,5.088457
1206,Manhattan,1979,12.050759
1207,Miller's Crossing,1990,7.495853
1208,Dead Poets Society,1989,19.905716
1209,The Graduate,1967,12.057829
1210,Touch of Evil,1958,9.665347
1211,La Femme Nikita,1990,6.586401
1212,The Bridge on the River Kwai,1957,8.851646
1213,8½,1963,6.747516
1214,Chinatown,1974,12.29227
1215,The Day the Earth Stood Still,1951,9.360003
1216,The Treasure of the Sierra Madre,1948,8.070589
1217,Bad Taste,1987,7.409599
1218,Duck Soup,1933,6.819957
1219,Better Off Dead...,1985,8.994189
1220,The Shining,1980,19.611589
1221,Stand by Me,1986,15.206957
1222,M,1931,12.752421
1223,Evil Dead II,1987,13.520764
1224,The Great Escape,1963,14.384114
1225,The Deer Hunter,1978,7.729445
1226,Diva,1981,2.211854
1227,Groundhog Day,1993,12.989627
1228,Unforgiven,1992,10.942149
1229,The Manchurian Candidate,1962,7.991677
1230,Pump up the Volume,1990,4.289341
1231,Arsenic and Old Lace,1944,13.99011
1232,Back to the Future,1985,25.778509
1233,Fried Green Tomatoes,1991,6.584254
1234,Patton,1970,14.382289
1235,Down by Law,1986,8.843551
1236,Akira,1988,10.888917
1237,Highlander,1986,16.870392
1238,Cool Hand Luke,1967,9.718713
1239,Cyrano de Bergerac,1990,5.0399
1240,Young Frankenstein,1974,9.339316
1241,Night on Earth,1991,8.291886
1242,Raise the Red Lantern,1991,7.948888
1243,The Great Dictator,1940,9.241748
1244,Fantasia,1940,8.03796
1245,High Noon,1952,16.715935
1246,The Big Sleep,1946,6.987617
1247,Heathers,1988,13.311827
1248,Somewhere in Time,1980,5.429213
1249,Ben-Hur,1959,14.319743
1250,This Is Spinal Tap,1984,13.981499
1251,Koyaanisqatsi,1982,8.802715
1252,Some Kind of Wonderful,1987,10.208658
1253,Indiana Jones and the Last Crusade,1989,14.788987
1254,Being There,1979,12.320636
1255,Gandhi,1982,12.383755
1256,The Unbearable Lightness of Being,1988,6.815147
1257,A Room with a View,1985,6.175166
1258,Real Genius,1985,11.959887
1259,Pink Floyd: The Wall,1982,6.773407
1260,The Killing Fields,1984,11.460364
1261,My Life as a Dog,1985,4.195896
1262,Forbidden Planet,1956,6.379966
1263,Field of Dreams,1989,16.759454
1264,The Man Who Would Be King,1975,6.189816
1265,Butch Cassidy and the Sundance Kid,1969,6.714577
1266,"Paris, Texas",1984,11.635837
1267,Until the End of the World,1991,2.14652
1268,When Harry Met Sally...,1989,8.34322
1269,I Shot a Man in Vegas,1996,0.005055
1270,Parallel Sons,1995,0.264398
1271,Hype!,1996,3.465337
1272,Santa with Muscles,1996,7.378936
1273,Female Perversions,1996,2.273475
1274,Mad Dog Time,1996,0.768894
1275,Breathing Room,1996,0.028988
1276,Paris Was a Woman,1996,0.036471
1277,I'm Not Rappaport,1996,0.659056
1278,Blue Juice,1995,2.199462
1279,Kids of Survival,1996,0.001178
1280,Alien³,1992,17.126768
1281,An American Werewolf in London,1981,13.390802
1282,Amityville: It's About Time,1992,2.418256
1283,Amityville 3-D,1983,7.893775
1284,Amityville: Dollhouse,1996,2.357522
1285,Amityville: A New Generation,1993,6.401828
1286,Amityville II: The Possession,1982,12.10181
1287,The Amityville Horror,1979,14.00318
1288,The Amityville Curse,1989,2.416489
1289,Blood for Dracula,1974,1.825571
1290,April Fool's Day,1986,10.301342
1291,Audrey Rose,1977,5.862098
1292,The Believers,1987,3.321608
1293,The Birds,1963,11.591462
1294,The Blob,1958,7.079055
1295,Blood Beach,1980,2.232045
1296,Body Parts,1991,3.518972
1297,The Body Snatcher,1945,2.257383
1298,Dracula,1992,16.777675
1299,Bride of Frankenstein,1935,7.000417
1300,Burnt Offerings,1976,2.877095
