,title,release_year,runtime
804,The Convent,1995,91.0
805,The Adventures of Pinocchio,1996,90.0
806,Joe's Apartment,1996,78.0
807,The First Wives Club,1996,102.0
808,Stonewall,1995,99.0
809,Ransom,1996,117.0
810,High School High,1996,86.0
811,Phat Beach,1996,89.0
812,Foxfire,1996,102.0
813,Chain Reaction,1996,107.0
814,Matilda,1996,98.0
815,Emma,1996,121.0
816,The Crow: City of Angels,1996,84.0
817,House Arrest,1996,108.0
818,Eyes Without a Face,1960,90.0
819,Bordello of Blood,1996,87.0
820,Lotto Land,1995,87.0
821,The Story of Xinghua,1994,90.0
822,The Day the Sun Turned Cold,1994,99.0
823,Flirt,1995,85.0
824,The Big Squeeze,1996,98.0
825,The Spitfire Grill,1996,117.0
826,Escape from L.A.,1996,97.0
827,Cyclo,1995,123.0
828,Basquiat,1996,108.0
829,Tin Cup,1996,135.0
830,Dingo,1991,109.0
831,The Ballad of Narayama,1958,98.0
832,Every Other Weekend,1990,104.0
833,Mille bolle blu,1993,0.0
834,Crows and Sparrows,1949,113.0
835,The Godfather,1972,175.0
836,Maybe... Maybe Not,1994,90.0
837,Police Story 3: Supercop,1992,95.0
838,Manny & Lo,1996,88.0
839,Wife,1953,89.0
843,Small Faces,1996,108.0
844,Bound,1996,108.0
845,Carpool,1996,89.0
846,Death in Brunswick,1990,109.0
847,Kansas City,1996,116.0
848,Gone Fishin',1997,94.0
849,Lover's Knot,1996,82.0
850,Vive L'Amour,1994,118.0
851,Shadow of Angels,1976,101.0
852,Killer: A Journal of Murder,1996,91.0
853,Nothing to Lose,1994,0.0
854,Project S,1993,104.0
855,Girls Town,1996,90.0
856,Bye-Bye,1995,104.0
857,The Relic,1997,110.0
858,The Island of Dr. Moreau,1996,96.0
859,First Kid,1996,101.0
860,The Trigger Effect,1996,94.0
861,Sweet Nothing,1995,89.0
862,Bogus,1996,110.0
863,Bulletproof,1996,84.0
864,Talk of Angels,1998,96.0
865,The Land Before Time III: The Time of the Great Giving,1995,71.0
866,1-900,1994,0.0
867,Baton Rouge,1988,
868,Halloween: The Curse of Michael Myers,1995,88.0
869,Twelfth Night,1996,134.0
870,Mother Night,1996,114.0
871,Liebelei,1933,88.0
872,Venice,2010,110.0
873,Wild Reeds,1994,115.0
874,For Whom the Bell Tolls,1943,170.0
875,The Philadelphia Story,1940,112.0
876,Singin' in the Rain,1952,103.0
877,An American in Paris,1951,113.0
878,Funny Face,1957,103.0
879,Breakfast at Tiffany's,1961,110.0
880,Vertigo,1958,128.0
881,Rear Window,1954,112.0
882,It Happened One Night,1934,105.0
883,Gaslight,1944,114.0
884,The Gay Divorcee,1934,107.0
885,North by Northwest,1959,136.0
886,The Apartment,1960,125.0
887,Some Like It Hot,1959,122.0
888,Charade,1963,113.0
889,Casablanca,1942,102.0
890,The Maltese Falcon,1941,100.0
891,My Fair Lady,1964,170.0
892,Sabrina,1954,113.0
893,Roman Holiday,1953,119.0
894,The Little Princess,1939,93.0
895,Meet Me in St. Louis,1944,113.0
896,The Wizard of Oz,1939,102.0
897,Gone with the Wind,1939,238.0
898,My Favorite Year,1982,92.0
899,Sunset Boulevard,1950,110.0
900,Citizen Kane,1941,119.0
901,2001: A Space Odyssey,1968,149.0
902,Golden Earrings,1947,95.0
903,All About Eve,1950,138.0
904,The Women,1939,133.0
905,Rebecca,1940,130.0
906,Foreign Correspondent,1940,120.0
907,Notorious,1946,102.0
908,Spellbound,1945,111.0
909,An Affair to Remember,1957,111.0
910,To Catch a Thief,1955,106.0
911,Father of the Bride,1950,92.0
912,The Band Wagon,1953,112.0
913,Ninotchka,1939,110.0
914,Love in the Afternoon,1957,130.0
915,Gigi,1958,116.0
916,The Reluctant Debutante,1958,94.0
917,The Adventures of Robin Hood,1938,102.0
918,The Mark of Zorro,1940,94.0
919,Laura,1944,88.0
920,The Ghost and Mrs. Muir,1947,104.0
921,Lost Horizon,1937,97.0
922,Top Hat,1935,101.0
923,To Be or Not to Be,1942,99.0
924,My Man Godfrey,1936,94.0
925,Giant,1956,201.0
926,East of Eden,1955,115.0
927,The Thin Man,1934,93.0
928,His Girl Friday,1940,92.0
929,Around the World in Eighty Days,1956,167.0
930,It's a Wonderful Life,1946,130.0
931,Mr. Smith Goes to Washington,1939,129.0
932,Bringing Up Baby,1938,102.0
933,Penny Serenade,1941,119.0
934,The Scarlet Letter,1926,115.0
935,Lady of Burlesque,1943,91.0
936,Of Human Bondage,1934,83.0
937,Angel on My Shoulder,1946,100.0
938,Little Lord Fauntleroy,1936,102.0
939,They Made Me a Criminal,1939,92.0
940,The Inspector General,1949,101.0
941,Angel and the Badman,1947,100.0
942,The 39 Steps,1935,86.0
943,A Walk in the Sun,1945,117.0
944,The Outlaw,1943,116.0
945,Night of the Living Dead,1968,96.0
946,The African Queen,1951,105.0
947,Beat the Devil,1953,89.0
948,Cat on a Hot Tin Roof,1958,108.0
949,The Last Time I Saw Paris,1954,116.0
950,Meet John Doe,1941,122.0
951,Algiers,1938,96.0
952,Something to Sing About,1937,93.0
953,A Farewell to Arms,1932,89.0
957,Moonlight Murder,1936,65.0
958,Nothing Personal,1996,83.0
959,"Yes, Madam",1985,93.0
960,Dangerous Ground,1997,95.0
961,Picnic,1955,115.0
962,Madagascar Skin,1995,96.0
963,The Pompatus of Love,1996,99.0
964,Small Wonders,1995,77.0
965,Fly Away Home,1996,107.0
966,Bliss,1997,103.0
967,Grace of My Heart,1996,116.0
968,Brother of Sleep,1995,127.0
969,Maximum Risk,1996,100.0
970,Michael Collins,1996,132.0
971,The Rich Man's Wife,1996,94.0
972,Infinity,1996,119.0
973,Big Night,1996,107.0
974,Last Man Standing,1996,101.0
975,Caught,1996,110.0
976,Set It Off,1996,118.0
977,2 Days in the Valley,1996,104.0
978,Curdled,1996,88.0
979,L'associé,1979,94.0
980,Ed's Next Move,1996,88.0
981,Extreme Measures,1996,118.0
982,The Glimmer Man,1996,92.0
983,D3: The Mighty Ducks,1996,104.0
984,The Chamber,1996,113.0
985,The Apple Dumpling Gang,1975,100.0
986,"Davy Crockett, King of the Wild Frontier",1955,93.0
987,Escape to Witch Mountain,1975,97.0
988,The Love Bug,1968,107.0
989,Herbie Rides Again,1974,88.0
990,Old Yeller,1957,83.0
991,The Parent Trap,1961,129.0
992,Pollyanna,1960,134.0
993,Homeward Bound: The Incredible Journey,1993,84.0
994,The Shaggy Dog,1959,104.0
995,Swiss Family Robinson,1960,126.0
996,That Darn Cat!,1965,112.0
997,"20,000 Leagues Under the Sea",1954,127.0
998,Cool Runnings,1993,98.0
999,Angels in the Outfield,1994,102.0
1000,Cinderella,1950,74.0
1001,Winnie the Pooh and the Blustery Day,1968,25.0
1002,The Three Caballeros,1944,71.0
1003,The Sword in the Stone,1963,79.0
1004,So Dear to My Heart,1948,79.0
1005,Robin Hood: Prince of Thieves,1991,143.0
1006,Mary Poppins,1964,139.0
1007,Dumbo,1941,64.0
1008,Pete's Dragon,1977,128.0
1009,Bedknobs and Broomsticks,1971,117.0
1010,Alice in Wonderland,1951,75.0
1011,The Fox and the Hound,1981,82.0
1012,Freeway,1996,110.0
1013,The Sound of Music,1965,174.0
1014,Die Hard,1988,131.0
1015,The Lawnmower Man,1992,108.0
1016,Unhook the Stars,1996,103.0
1017,Synthetic Pleasures,1995,85.0
1018,The Secret Agent,1996,95.0
1019,Secrets & Lies,1996,142.0
1020,That Thing You Do!,1996,108.0
1021,To Gillian on Her 37th Birthday,1996,93.0
1022,Surviving Picasso,1996,125.0
1023,Love Is All There Is,1996,105.0
1024,Beautiful Thing,1996,90.0
1025,The Long Kiss Goodnight,1996,120.0
1026,The Ghost and the Darkness,1996,109.0
1027,Looking for Richard,1996,112.0
1028,Trees Lounge,1996,95.0
1029,The Proprietor,1996,0.0
1030,Normal Life,1996,101.0
1031,Get on the Bus,1996,120.0
1032,Shadow Conspiracy,1997,103.0
1033,Jude,1996,123.0
1034,Everyone Says I Love You,1996,101.0
1035,Bitter Sugar,1996,102.0
1036,Romeo + Juliet,1996,120.0
1037,Swingers,1996,94.0
1038,Sleepers,1996,147.0
1039,The Sunchaser,1996,122.0
1040,Johns,1996,96.0
1041,Aladdin and the King of Thieves,1996,81.0
1042,The Woman in Question,1952,88.0
1043,Shall We Dance,1937,109.0
1044,A Damsel in Distress,1937,101.0
1045,Crossfire,1947,86.0
1046,"Murder, My Sweet",1944,95.0
1047,Macao,1952,81.0
1048,For the Moment,1993,115.0
1049,Willy Wonka & the Chocolate Factory,1971,100.0
1050,The Sexual Life of the Belgians,1994,85.0
1051,The Innocents,1961,100.0
1052,Sleeper,1973,89.0
1053,Bananas,1971,82.0
1054,A Fish Called Wanda,1988,108.0
1055,Life of Brian,1979,94.0
1056,Victor/Victoria,1982,132.0
1057,The Candidate,1972,110.0
1058,The Great Race,1965,160.0
1059,Bonnie and Clyde,1967,111.0
1060,The Old Man and the Sea,1958,86.0
1061,Dial M for Murder,1954,104.0
1062,Madame Butterfly,1995,135.0
1063,Dirty Dancing,1987,100.0
1064,Reservoir Dogs,1992,99.0
1065,Platoon,1986,120.0
1066,Weekend at Bernie's,1989,97.0
1067,Basic Instinct,1992,127.0
1068,The Doors,1991,140.0
1069,The Crying Game,1992,112.0
1070,Glengarry Glen Ross,1992,100.0
1071,Sophie's Choice,1982,151.0
1072,E.T. the Extra-Terrestrial,1982,115.0
1073,The Search for One-eye Jimmy,1994,80.0
1074,A Christmas Carol,1938,69.0
1075,Days of Thunder,1990,107.0
1076,Top Gun,1986,110.0
1077,American Strays,1996,97.0
1078,Rebel Without a Cause,1955,111.0
1079,A Streetcar Named Desire,1951,125.0
1080,Children of the Corn IV: The Gathering,1996,85.0
1081,The Leopard Son,1996,87.0
1082,Charm's  Incidents,1996,88.0
1083,Bird of Prey,1995,105.0
1084,Microcosmos,1996,80.0
1085,Palookaville,1995,92.0
1086,The Associate,1996,114.0
1087,The Funeral,1996,99.0
1088,The Sleepover,2013,6.0
1089,A Single Girl,1995,90.0
1090,The Eighth Day,1996,118.0
1091,North Star,1996,90.0
1092,Drunks,1997,90.0
1093,The People vs. Larry Flynt,1996,129.0
1094,Glory Daze,1995,100.0
1095,A Perfect Candidate,1996,105.0
1096,On Golden Pond,1981,109.0
1097,The Return of the Pink Panther,1975,113.0
1098,Drop Dead Fred,1991,103.0
1099,The Abyss,1989,139.0
1100,The Fog,1980,89.0
1101,Escape from New York,1981,99.0
1102,The Howling,1981,91.0
1103,Jean de Florette,1986,120.0
1104,Manon of the Spring,1986,120.0
1105,Johnny 100 Pesos,1993,90.0
1106,Private Benjamin,1980,109.0
1107,Monty Python and the Holy Grail,1975,91.0
1108,Hustler White,1996,79.0
1109,Dadetown,1995,93.0
1110,Everything Relative,1996,110.0
1111,Entertaining Angels - The Dorothy Day Story,1996,112.0
1112,Three Lives and Only One Death,1996,123.0
1113,The Line King: The Al Hirschfeld Story,1996,86.0
1114,Snowriders,1996,96.0
1115,Curtis's Charm,1995,74.0
1116,When We Were Kings,1996,89.0
1117,The Wrong Trousers,1993,30.0
1118,JLG/JLG: Self-Portrait in December,1995,62.0
1119,The Return of Martin Guerre,1982,122.0
1120,Faust,1994,97.0
1121,He Walked by Night,1948,79.0
1122,Raw Deal,1948,79.0
1123,T-Men,1947,92.0
1124,The Children Are Watching Us,1944,84.0
1125,Pastoral Symphony,1946,110.0
1126,Here Comes Cookie,1935,65.0
1127,Love In Bloom,1935,75.0
1128,Six of a Kind,1934,62.0
1129,The Tin Drum,1979,142.0
1130,The Ruling Class,1972,154.0
1131,Mina Tannenbaum,1994,0.0
1132,2 or 3 Things I Know About Her,1967,100.0
1133,The Bloody Child,1996,85.0
1134,Dear God,1996,112.0
1135,Bad Moon,1996,80.0
1136,American Dream,1990,98.0
1137,Best of the Best 3: No Turning Back,1995,90.0
1138,Bob Roberts,1992,102.0
1139,Cinema Paradiso,1988,124.0
1140,"The Cook, the Thief, His Wife & Her Lover",1989,125.0
1141,Dead Tired,1994,0.0
1142,Delicatessen,1991,99.0
1143,The Double Life of Veronique,1991,97.0
1144,Enchanted April,1991,89.0
1145,Paths of Glory,1957,88.0
1146,The Grifters,1990,110.0
1147,Hear My Song,1991,113.0
1148,The Shooter,1997,91.0
1149,The English Patient,1996,162.0
1150,Mediterraneo,1991,96.0
1151,My Left Foot: The Story of Christy Brown,1989,103.0
1152,"Sex, Lies, and Videotape",1989,100.0
1153,Passion Fish,1992,135.0
1154,Strictly Ballroom,1992,94.0
1155,The Thin Blue Line,1988,103.0
1156,Tie Me Up! Tie Me Down!,1989,111.0
1157,Madonna: Truth or Dare,1991,119.0
1158,Paris is Burning,1990,71.0
1159,One Flew Over the Cuckoo's Nest,1975,133.0
1160,Up in Smoke,1978,86.0
1161,The Empire Strikes Back,1980,124.0
1162,The Princess Bride,1987,98.0
1163,Raiders of the Lost Ark,1981,115.0
1164,Brazil,1985,132.0
1165,Aliens,1986,137.0
1166,"The Good, the Bad and the Ugly",1966,161.0
1167,Withnail & I,1987,107.0
1168,12 Angry Men,1957,96.0
1169,Lawrence of Arabia,1962,216.0
1170,A Clockwork Orange,1971,136.0
1171,To Kill a Mockingbird,1962,129.0
1172,Apocalypse Now,1979,153.0
1173,Once Upon a Time in the West,1968,175.0
1174,Return of the Jedi,1983,135.0
1175,Wings of Desire,1987,128.0
1176,The Third Man,1949,104.0
1177,GoodFellas,1990,145.0
1178,Alien,1979,117.0
1179,Army of Darkness,1992,81.0
1180,The Big Blue,1988,168.0
1181,Ran,1985,162.0
1182,The Killer,1989,110.0
1183,Psycho,1960,109.0
1184,The Blues Brothers,1980,133.0
1185,The Godfather: Part II,1974,200.0
1186,Full Metal Jacket,1987,116.0
1187,A Grand Day Out,1990,23.0
1188,Henry V,1989,137.0
1189,Amadeus,1984,160.0
1190,The Quiet Man,1952,129.0
1191,Once Upon a Time in America,1984,229.0
1192,Raging Bull,1980,129.0
1193,Annie Hall,1977,93.0
1194,The Right Stuff,1983,193.0
1195,Stalker,1979,163.0
1196,Das Boot,1981,149.0
1197,The Sting,1973,129.0
1198,Harold and Maude,1971,91.0
1199,Trust,1990,107.0
1200,The Seventh Seal,1957,96.0
1201,Local Hero,1983,111.0
1202,The Terminator,1984,108.0
1203,Braindead,1992,104.0
1204,Glory,1989,122.0
1205,Rosencrantz & Guildenstern Are Dead,1991,117.0
1206,Manhattan,1979,96.0
1207,Miller's Crossing,1990,115.0
1208,Dead Poets Society,1989,129.0
1209,The Graduate,1967,106.0
1210,Touch of Evil,1958,95.0
1211,La Femme Nikita,1990,115.0
1212,The Bridge on the River Kwai,1957,161.0
1213,8½,1963,138.0
1214,Chinatown,1974,130.0
1215,The Day the Earth Stood Still,1951,92.0
1216,The Treasure of the Sierra Madre,1948,126.0
1217,Bad Taste,1987,91.0
1218,Duck Soup,1933,68.0
1219,Better Off Dead...,1985,97.0
1220,The Shining,1980,144.0
1221,Stand by Me,1986,89.0
1222,M,1931,117.0
1223,Evil Dead II,1987,84.0
1224,The Great Escape,1963,172.0
1225,The Deer Hunter,1978,183.0
1226,Diva,1981,117.0
1227,Groundhog Day,1993,101.0
1228,Unforgiven,1992,131.0
1229,The Manchurian Candidate,1962,126.0
1230,Pump up the Volume,1990,105.0
1231,Arsenic and Old Lace,1944,118.0
1232,Back to the Future,1985,116.0
1233,Fried Green Tomatoes,1991,130.0
1234,Patton,1970,172.0
1235,Down by Law,1986,107.0
1236,Akira,1988,124.0
1237,Highlander,1986,116.0
1238,Cool Hand Luke,1967,126.0
1239,Cyrano de Bergerac,1990,137.0
1240,Young Frankenstein,1974,106.0
1241,Night on Earth,1991,129.0
1242,Raise the Red Lantern,1991,125.0
1243,The Great Dictator,1940,125.0
1244,Fantasia,1940,124.0
1245,High Noon,1952,85.0
1246,The Big Sleep,1946,116.0
1247,Heathers,1988,102.0
1248,Somewhere in Time,1980,103.0
1249,Ben-Hur,1959,212.0
1250,This Is Spinal Tap,1984,82.0
1251,Koyaanisqatsi,1982,87.0
1252,Some Kind of Wonderful,1987,95.0
1253,Indiana Jones and the Last Crusade,1989,127.0
1254,Being There,1979,130.0
1255,Gandhi,1982,191.0
1256,The Unbearable Lightness of Being,1988,171.0
1257,A Room with a View,1985,117.0
1258,Real Genius,1985,106.0
1259,Pink Floyd: The Wall,1982,95.0
1260,The Killing Fields,1984,141.0
1261,My Life as a Dog,1985,101.0
1262,Forbidden Planet,1956,98.0
1263,Field of Dreams,1989,107.0
1264,The Man Who Would Be King,1975,129.0
1265,Butch Cassidy and the Sundance Kid,1969,110.0
1266,"Paris, Texas",1984,147.0
1267,Until the End of the World,1991,287.0
1268,When Harry Met Sally...,1989,96.0
1269,I Shot a Man in Vegas,1996,86.0
1270,Parallel Sons,1995,93.0
1271,Hype!,1996,84.0
1272,Santa with Muscles,1996,93.0
1273,Female Perversions,1996,119.0
1274,Mad Dog Time,1996,93.0
1275,Breathing Room,1996,90.0
1276,Paris Was a Woman,1996,75.0
1277,I'm Not Rappaport,1996,135.0
1278,Blue Juice,1995,90.0
1279,Kids of Survival,1996,0.0
1280,Alien³,1992,114.0
1281,An American Werewolf in London,1981,97.0
1282,Amityville: It's About Time,1992,91.0
1283,Amityville 3-D,1983,105.0
1284,Amityville: Dollhouse,1996,93.0
1285,Amityville: A New Generation,1993,90.0
1286,Amityville II: The Possession,1982,104.0
1287,The Amityville Horror,1979,117.0
1288,The Amityville Curse,1989,91.0
1289,Blood for Dracula,1974,103.0
1290,April Fool's Day,1986,89.0
1291,Audrey Rose,1977,113.0
1292,The Believers,1987,114.0
1293,The Birds,1963,119.0
1294,The Blob,1958,86.0
1295,Blood Beach,1980,92.0
1296,Body Parts,1991,88.0
1297,The Body Snatcher,1945,77.0
1298,Dracula,1992,128.0
1299,Bride of Frankenstein,1935,75.0
1300,Burnt Offerings,1976,116.0
1301,Candyman,1992,99.0
1302,Cape Fear,1991,128.0
1303,Cape Fear,1962,105.0
1304,Carrie,1976,98.0
1305,Cat People,1982,118.0
1306,A Nightmare on Elm Street,1984,91.0
1307,Nosferatu,1922,94.0
1308,Vampire in Venice,1988,97.0
1309,The Omen,1976,111.0
1310,Blood and Wine,1996,101.0
1311,Albino Alligator,1996,97.0
1312,The Mirror Has Two Faces,1996,126.0
1313,Breaking the Waves,1996,159.0
1314,Nightwatch,1997,102.0
1315,Star Trek: First Contact,1996,111.0
1316,Shine,1996,105.0
1317,Sling Blade,1996,135.0
1318,Jingle All the Way,1996,89.0
1319,Identification of a Woman,1982,128.0
1320,Paradise Lost: The Child Murders at Robin Hood Hills,1996,150.0
1321,The Preacher's Wife,1996,124.0
1322,Zero Kelvin,1995,118.0
1323,Ridicule,1996,102.0
1324,The Crucible,1996,124.0
1325,101 Dalmatians,1996,103.0
1326,The Forbidden Christ,1951,0.0
1327,I Can't Sleep,1994,112.0
1328,Die Hard 2,1990,124.0
1329,Star Trek: The Motion Picture,1979,132.0
1330,Star Trek VI: The Undiscovered Country,1991,113.0
1331,Star Trek V: The Final Frontier,1989,107.0
1332,Star Trek II: The Wrath of Khan,1982,113.0
1333,Star Trek III: The Search for Spock,1984,105.0
1334,Star Trek IV: The Voyage Home,1986,119.0
1335,Batman Returns,1992,126.0
1336,Young Guns,1988,107.0
1337,Young Guns II,1990,132.0
1338,Grease,1978,110.0
1339,Grease 2,1982,115.0
1340,Marked for Death,1990,94.0
1341,Adrenalin: Fear the Rush,1996,77.0
1342,The Substance of Fire,1996,97.0
1343,Under Siege,1992,103.0
1344,Terror in a Texas Town,1958,80.0
1345,Jaws,1975,124.0
1346,Jaws 2,1978,116.0
1347,Jaws 3-D,1983,99.0
1348,My Fellow Americans,1996,101.0
1349,Mars Attacks!,1996,106.0
1350,Citizen Ruth,1996,104.0
1351,Jerry Maguire,1996,139.0
1352,Raising Arizona,1987,94.0
1353,Tin Men,1987,112.0
1354,Sneakers,1992,126.0
1355,Bastard Out of Carolina,1996,97.0
1356,In Love and War,1996,113.0
1357,Marvin's Room,1996,98.0
1358,Somebody Is Waiting,1996,96.0
1359,Ghosts of Mississippi,1996,130.0
1360,Night Falls on Manhattan,1996,113.0
1361,Beavis and Butt-Head Do America,1996,81.0
1362,La Cérémonie,1995,111.0
1363,Scream,1996,111.0
1364,The Last of the Mohicans,1992,112.0
1365,Michael,1996,105.0
1366,The Evening Star,1996,129.0
1367,Hamlet,1996,242.0
1368,Some Mother's Son,1996,112.0
1369,The Whole Wide World,1996,106.0
1370,Mother,1996,104.0
1371,Thieves,1996,117.0
1372,Evita,1996,134.0
1373,The Portrait of a Lady,1996,144.0
1374,Walkabout,1971,95.0
1375,Message to Love: The Isle of Wight Festival,1996,127.0
1376,Murder at 1600,1997,107.0
1377,Hearts and Minds,1995,113.0
1378,Inside,1996,94.0
1379,Fierce Creatures,1997,93.0
1380,Zeus & Roxanne,1997,98.0
1381,Turbulence,1997,100.0
1382,Angel Baby,1995,105.0
1383,First Strike,1996,107.0
1384,Underworld,1996,95.0
1385,Beverly Hills Ninja,1997,88.0
1386,Metro,1997,117.0
1387,The Machine,1994,0.0
1388,Falling in Love Again,1980,103.0
1389,The Cement Garden,1993,105.0
1390,Dante's Peak,1997,108.0
1391,Meet Wally Sparks,1997,105.0
1392,Amos & Andrew,1993,96.0
1393,Benny & Joon,1993,98.0
1394,Prefontaine,1997,106.0
1395,A Tickle in the Heart,1996,90.0
1396,Guantanamera,1995,105.0
1397,McHale's Navy,1997,108.0
1398,Kolya,1996,105.0
1399,Gridlock'd,1997,91.0
1400,Fire on the Mountain,1996,72.0
1401,Waiting for Guffman,1996,84.0
1402,Prisoner of the Mountains,1996,99.0
1403,The Beautician and the Beast,1997,105.0
1404,SubUrbia,1996,121.0
1405,Hotel de Love,1996,95.0
1406,The Pest,1997,82.0
1407,Fools Rush In,1997,109.0
1408,Touch,1997,96.0
1409,Absolute Power,1997,121.0
1410,That Darn Cat,1997,89.0
1411,Vegas Vacation,1997,93.0
1412,Unforgotten: Twenty-Five Years After Willowbrook,1997,0.0
1413,That Old Feeling,1997,105.0
1414,Lost Highway,1997,134.0
1415,Rosewood,1997,140.0
1416,Donnie Brasco,1997,127.0
1417,Salut cousin !,1996,0.0
1418,Booty Call,1997,79.0
1419,Rhyme & Reason,1997,0.0
1420,Boys Life 2,1997,74.0
1421,City of Industry,1997,97.0
1422,Best Men,1997,90.0
1423,Jungle 2 Jungle,1997,97.0
1424,Kama Sutra - A Tale of Love,1996,117.0
1425,Private Parts,1997,109.0
1426,Love Jones,1997,104.0
1427,The Saint,1997,116.0
1428,Smilla's Sense of Snow,1997,121.0
1429,The Van,1996,100.0
1430,Crash,1996,100.0
1431,The Daytrippers,1996,87.0
1432,Liar Liar,1997,86.0
1433,The Quiet Room,1996,93.0
1434,Selena,1997,127.0
1435,The Devil's Own,1997,107.0
1436,Cats Don't Dance,1997,75.0
1437,B.A.P.S.,1997,90.0
1438,Love and Other Catastrophes,1996,78.0
1439,Turbo: A Power Rangers Movie,1997,99.0
1440,Anna Karenina,1997,108.0
1441,Double Team,1997,93.0
1442,Inventing the Abbotts,1997,110.0
1443,Anaconda,1997,89.0
1444,Grosse Pointe Blank,1997,107.0
1445,Keys to Tulsa,1997,113.0
1446,Kissed,1996,78.0
